dataset,subset,item_id,condition,stim_uid,sentence_orig,sentence_norm,model_input,context,sentence_id,plausibility,is_grammatical,contrast,intended_uid,intended_text,edit_type,edit_ops,edit_from,edit_to,critical_word_idx,comprehension_q,correct_answer,meta
tabor2004,,e1_3,nonreduced_local,tabor2004//e1_3/nonreduced_local,The health officials pounced on a restaurant which was sent a shipment of salmon by a company.,the health officials pounced on a restaurant which was sent a shipment of salmon by a company .,The health officials pounced on a restaurant which was sent a shipment of salmon by a company.,,10,,,relativizer,tabor2004//e1_3/nonreduced_local,The health officials pounced on a restaurant which was sent a shipment of salmon by a company.,none,,,,9,Who sent a shipment of salmon?,A company,"{""answer_options"": [""Some health officials"", ""A restaurant"", ""A company""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""sent"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""which was"", ""src_orc"": ""NA""}"
tabor2004,,e1_3,reduced_local,tabor2004//e1_3/reduced_local,The health officials pounced on a restaurant sent a shipment of salmon by a company.,the health officials pounced on a restaurant sent a shipment of salmon by a company .,The health officials pounced on a restaurant sent a shipment of salmon by a company.,,11,,,relativizer,tabor2004//e1_3/nonreduced_local,The health officials pounced on a restaurant which was sent a shipment of salmon by a company.,ins,ins,,which was,7,Who sent a shipment of salmon?,A company,"{""answer_options"": [""Some health officials"", ""A restaurant"", ""A company""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""sent"", ""reduced_rel"": ""reduced"", ""relativizer"": ""which was"", ""src_orc"": ""NA""}"
tabor2004,,e1_4,nonreduced_global,tabor2004//e1_4/nonreduced_global,"At the dinner party, I met a man who was forbidden the pleasure of eating sweets by his doctor.","at the dinner party , i met a man who was forbidden the pleasure of eating sweets by his doctor .","At the dinner party, I met a man who was forbidden the pleasure of eating sweets by his doctor.",,12,,,relativizer,tabor2004//e1_4/nonreduced_global,"At the dinner party, I met a man who was forbidden the pleasure of eating sweets by his doctor.",none,,,,10,Who forbid something?,A man's doctor,"{""answer_options"": [""I did"", ""A man"", ""A man's doctor""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""forbidden"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_4,reduced_global,tabor2004//e1_4/reduced_global,"At the dinner party, I met a man forbidden the pleasure of eating sweets by his doctor.","at the dinner party , i met a man forbidden the pleasure of eating sweets by his doctor .","At the dinner party, I met a man forbidden the pleasure of eating sweets by his doctor.",,13,,,relativizer,tabor2004//e1_4/nonreduced_global,"At the dinner party, I met a man who was forbidden the pleasure of eating sweets by his doctor.",ins,ins,,who was,8,Who forbid something?,A man's doctor,"{""answer_options"": [""I did"", ""A man"", ""A man's doctor""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""forbidden"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_4,nonreduced_local,tabor2004//e1_4/nonreduced_local,"At the dinner party, I met a man who was allowed the pleasure of eating sweets by his doctor.","at the dinner party , i met a man who was allowed the pleasure of eating sweets by his doctor .","At the dinner party, I met a man who was allowed the pleasure of eating sweets by his doctor.",,14,,,relativizer,tabor2004//e1_4/nonreduced_local,"At the dinner party, I met a man who was allowed the pleasure of eating sweets by his doctor.",none,,,,10,Who allowed something?,A man's doctor,"{""answer_options"": [""I did"", ""A man"", ""A man's doctor""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""allowed"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_4,reduced_local,tabor2004//e1_4/reduced_local,"At the dinner party, I met a man allowed the pleasure of eating sweets by his doctor.","at the dinner party , i met a man allowed the pleasure of eating sweets by his doctor .","At the dinner party, I met a man allowed the pleasure of eating sweets by his doctor.",,15,,,relativizer,tabor2004//e1_4/nonreduced_local,"At the dinner party, I met a man who was allowed the pleasure of eating sweets by his doctor.",ins,ins,,who was,8,Who allowed something?,A man's doctor,"{""answer_options"": [""I did"", ""A man"", ""A man's doctor""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""allowed"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_5,nonreduced_global,tabor2004//e1_5/nonreduced_global,One should respect a man who is forgiven his sins by his own god.,one should respect a man who is forgiven his sins by his own god .,One should respect a man who is forgiven his sins by his own god.,,16,,,relativizer,tabor2004//e1_5/nonreduced_global,One should respect a man who is forgiven his sins by his own god.,none,,,,7,Who forgave sins?,A man's god,"{""answer_options"": [""Someone did"", ""A man"", ""A man's god""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""forgiven"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who is"", ""src_orc"": ""NA""}"
tabor2004,,e1_5,reduced_global,tabor2004//e1_5/reduced_global,One should respect a man forgiven his sins by his own god.,one should respect a man forgiven his sins by his own god .,One should respect a man forgiven his sins by his own god.,,17,,,relativizer,tabor2004//e1_5/nonreduced_global,One should respect a man who is forgiven his sins by his own god.,ins,ins,,who is,5,Who forgave sins?,A man's god,"{""answer_options"": [""Someone did"", ""A man"", ""A man's god""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""forgiven"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who is"", ""src_orc"": ""NA""}"
tabor2004,,e1_5,nonreduced_local,tabor2004//e1_5/nonreduced_local,One should respect a man who is told his sins by his own god.,one should respect a man who is told his sins by his own god .,One should respect a man who is told his sins by his own god.,,18,,,relativizer,tabor2004//e1_5/nonreduced_local,One should respect a man who is told his sins by his own god.,none,,,,7,Who told sins?,A man's god,"{""answer_options"": [""Someone did"", ""A man"", ""A man's god""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""told"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who is"", ""src_orc"": ""NA""}"
tabor2004,,e1_5,reduced_local,tabor2004//e1_5/reduced_local,One should respect a man told his sins by his own god.,one should respect a man told his sins by his own god .,One should respect a man told his sins by his own god.,,19,,,relativizer,tabor2004//e1_5/nonreduced_local,One should respect a man who is told his sins by his own god.,ins,ins,,who is,5,Who told sins?,A man's god,"{""answer_options"": [""Someone did"", ""A man"", ""A man's god""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""told"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who is"", ""src_orc"": ""NA""}"
tabor2004,,e1_6,nonreduced_global,tabor2004//e1_6/nonreduced_global,An elderly gentleman addressed the woman who was given a beer by the hostess.,an elderly gentleman addressed the woman who was given a beer by the hostess .,An elderly gentleman addressed the woman who was given a beer by the hostess.,,20,,,relativizer,tabor2004//e1_6/nonreduced_global,An elderly gentleman addressed the woman who was given a beer by the hostess.,none,,,,8,Who gave a beer?,A hostess,"{""answer_options"": [""An elderly gentleman"", ""A woman"", ""A hostess""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""given"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_6,reduced_global,tabor2004//e1_6/reduced_global,An elderly gentleman addressed the woman given a beer by the hostess.,an elderly gentleman addressed the woman given a beer by the hostess .,An elderly gentleman addressed the woman given a beer by the hostess.,,21,,,relativizer,tabor2004//e1_6/nonreduced_global,An elderly gentleman addressed the woman who was given a beer by the hostess.,ins,ins,,who was,6,Who gave a beer?,A hostess,"{""answer_options"": [""An elderly gentleman"", ""A woman"", ""A hostess""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""given"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_6,nonreduced_local,tabor2004//e1_6/nonreduced_local,An elderly gentleman addressed the woman who was offered a beer by the hostess.,an elderly gentleman addressed the woman who was offered a beer by the hostess .,An elderly gentleman addressed the woman who was offered a beer by the hostess.,,22,,,relativizer,tabor2004//e1_6/nonreduced_local,An elderly gentleman addressed the woman who was offered a beer by the hostess.,none,,,,8,Who offered a beer?,A hostess,"{""answer_options"": [""An elderly gentleman"", ""A woman"", ""A hostess""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""offered"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_6,reduced_local,tabor2004//e1_6/reduced_local,An elderly gentleman addressed the woman offered a beer by the hostess.,an elderly gentleman addressed the woman offered a beer by the hostess .,An elderly gentleman addressed the woman offered a beer by the hostess.,,23,,,relativizer,tabor2004//e1_6/nonreduced_local,An elderly gentleman addressed the woman who was offered a beer by the hostess.,ins,ins,,who was,6,Who offered a beer?,A hostess,"{""answer_options"": [""An elderly gentleman"", ""A woman"", ""A hostess""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""offered"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_8,nonreduced_global,tabor2004//e1_8/nonreduced_global,The manager watched a waiter who was given pea soup by a trainee.,the manager watched a waiter who was given pea soup by a trainee .,The manager watched a waiter who was given pea soup by a trainee.,,24,,,relativizer,tabor2004//e1_8/nonreduced_global,The manager watched a waiter who was given pea soup by a trainee.,none,,,,7,Who gave pea soup?,A trainee,"{""answer_options"": [""A manager"", ""A waiter"", ""A trainee""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""given"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_8,reduced_global,tabor2004//e1_8/reduced_global,The manager watched a waiter given pea soup by a trainee.,the manager watched a waiter given pea soup by a trainee .,The manager watched a waiter given pea soup by a trainee.,,25,,,relativizer,tabor2004//e1_8/nonreduced_global,The manager watched a waiter who was given pea soup by a trainee.,ins,ins,,who was,5,Who gave pea soup?,A trainee,"{""answer_options"": [""A manager"", ""A waiter"", ""A trainee""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""given"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_8,nonreduced_local,tabor2004//e1_8/nonreduced_local,The manager watched a waiter who was served pea soup by a trainee.,the manager watched a waiter who was served pea soup by a trainee .,The manager watched a waiter who was served pea soup by a trainee.,,26,,,relativizer,tabor2004//e1_8/nonreduced_local,The manager watched a waiter who was served pea soup by a trainee.,none,,,,7,Who served pea soup?,A trainee,"{""answer_options"": [""A manager"", ""A waiter"", ""A trainee""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""served"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_8,reduced_local,tabor2004//e1_8/reduced_local,The manager watched a waiter served pea soup by a trainee.,the manager watched a waiter served pea soup by a trainee .,The manager watched a waiter served pea soup by a trainee.,,27,,,relativizer,tabor2004//e1_8/nonreduced_local,The manager watched a waiter who was served pea soup by a trainee.,ins,ins,,who was,5,Who served pea soup?,A trainee,"{""answer_options"": [""A manager"", ""A waiter"", ""A trainee""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""served"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_10,nonreduced_global,tabor2004//e1_10/nonreduced_global,The foreman yelled at a carpenter who was sawn a board by his buddy.,the foreman yelled at a carpenter who was sawn a board by his buddy .,The foreman yelled at a carpenter who was sawn a board by his buddy.,,28,,,relativizer,tabor2004//e1_10/nonreduced_global,The foreman yelled at a carpenter who was sawn a board by his buddy.,none,,,,8,Who sawed a board?,A carpenter's buddy,"{""answer_options"": [""A foreman"", ""A carpenter"", ""A carpenter's buddy""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""sawn"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_10,reduced_global,tabor2004//e1_10/reduced_global,The foreman yelled at a carpenter sawn a board by his buddy.,the foreman yelled at a carpenter sawn a board by his buddy .,The foreman yelled at a carpenter sawn a board by his buddy.,,29,,,relativizer,tabor2004//e1_10/nonreduced_global,The foreman yelled at a carpenter who was sawn a board by his buddy.,ins,ins,,who was,6,Who sawed a board?,A carpenter's buddy,"{""answer_options"": [""A foreman"", ""A carpenter"", ""A carpenter's buddy""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""sawn"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_10,nonreduced_local,tabor2004//e1_10/nonreduced_local,The foreman yelled at a carpenter who was cut a board by his buddy.,the foreman yelled at a carpenter who was cut a board by his buddy .,The foreman yelled at a carpenter who was cut a board by his buddy.,,30,,,relativizer,tabor2004//e1_10/nonreduced_local,The foreman yelled at a carpenter who was cut a board by his buddy.,none,,,,8,Who cut a board?,A carpenter's buddy,"{""answer_options"": [""A foreman"", ""A carpenter"", ""A carpenter's buddy""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""cut"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_10,reduced_local,tabor2004//e1_10/reduced_local,The foreman yelled at a carpenter cut a board by his buddy.,the foreman yelled at a carpenter cut a board by his buddy .,The foreman yelled at a carpenter cut a board by his buddy.,,31,,,relativizer,tabor2004//e1_10/nonreduced_local,The foreman yelled at a carpenter who was cut a board by his buddy.,ins,ins,,who was,6,Who cut a board?,A carpenter's buddy,"{""answer_options"": [""A foreman"", ""A carpenter"", ""A carpenter's buddy""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""cut"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_11,nonreduced_global,tabor2004//e1_11/nonreduced_global,The preschool teacher congratulated the little boy who was sewn a hat by his grandmother.,the preschool teacher congratulated the little boy who was sewn a hat by his grandmother .,The preschool teacher congratulated the little boy who was sewn a hat by his grandmother.,,32,,,relativizer,tabor2004//e1_11/nonreduced_global,The preschool teacher congratulated the little boy who was sewn a hat by his grandmother.,none,,,,9,Who sewed a hat?,A little boy's grandmother,"{""answer_options"": [""A preschool teacher"", ""A little boy"", ""A little boy's grandmother""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""sewn"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_11,reduced_global,tabor2004//e1_11/reduced_global,The preschool teacher congratulated the little boy sewn a hat by his grandmother.,the preschool teacher congratulated the little boy sewn a hat by his grandmother .,The preschool teacher congratulated the little boy sewn a hat by his grandmother.,,33,,,relativizer,tabor2004//e1_11/nonreduced_global,The preschool teacher congratulated the little boy who was sewn a hat by his grandmother.,ins,ins,,who was,7,Who sewed a hat?,A little boy's grandmother,"{""answer_options"": [""A preschool teacher"", ""A little boy"", ""A little boy's grandmother""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""sewn"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_11,nonreduced_local,tabor2004//e1_11/nonreduced_local,The preschool teacher congratulated the little boy who was knitted a hat by his grandmother.,the preschool teacher congratulated the little boy who was knitted a hat by his grandmother .,The preschool teacher congratulated the little boy who was knitted a hat by his grandmother.,,34,,,relativizer,tabor2004//e1_11/nonreduced_local,The preschool teacher congratulated the little boy who was knitted a hat by his grandmother.,none,,,,9,Who knitted a hat?,A little boy's grandmother,"{""answer_options"": [""A preschool teacher"", ""A little boy"", ""A little boy's grandmother""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""knitted"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_11,reduced_local,tabor2004//e1_11/reduced_local,The preschool teacher congratulated the little boy knitted a hat by his grandmother.,the preschool teacher congratulated the little boy knitted a hat by his grandmother .,The preschool teacher congratulated the little boy knitted a hat by his grandmother.,,35,,,relativizer,tabor2004//e1_11/nonreduced_local,The preschool teacher congratulated the little boy who was knitted a hat by his grandmother.,ins,ins,,who was,7,Who knitted a hat?,A little boy's grandmother,"{""answer_options"": [""A preschool teacher"", ""A little boy"", ""A little boy's grandmother""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""knitted"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_12,nonreduced_global,tabor2004//e1_12/nonreduced_global,The janitor chatted with the young man who was shown an apartment by his uncle.,the janitor chatted with the young man who was shown an apartment by his uncle .,The janitor chatted with the young man who was shown an apartment by his uncle.,,36,,,relativizer,tabor2004//e1_12/nonreduced_global,The janitor chatted with the young man who was shown an apartment by his uncle.,none,,,,9,Who showed an apartment?,A young man's uncle,"{""answer_options"": [""A janitor"", ""A young man"", ""A young man's uncle""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""shown"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_12,reduced_global,tabor2004//e1_12/reduced_global,The janitor chatted with the young man shown an apartment by his uncle.,the janitor chatted with the young man shown an apartment by his uncle .,The janitor chatted with the young man shown an apartment by his uncle.,,37,,,relativizer,tabor2004//e1_12/nonreduced_global,The janitor chatted with the young man who was shown an apartment by his uncle.,ins,ins,,who was,7,Who showed an apartment?,A young man's uncle,"{""answer_options"": [""A janitor"", ""A young man"", ""A young man's uncle""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""shown"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_12,nonreduced_local,tabor2004//e1_12/nonreduced_local,The janitor chatted with the young man who was rented an apartment by his uncle.,the janitor chatted with the young man who was rented an apartment by his uncle .,The janitor chatted with the young man who was rented an apartment by his uncle.,,38,,,relativizer,tabor2004//e1_12/nonreduced_local,The janitor chatted with the young man who was rented an apartment by his uncle.,none,,,,9,Who rented an apartment out?,A young man's uncle,"{""answer_options"": [""A janitor"", ""A young man"", ""A young man's uncle""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""rented"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_12,reduced_local,tabor2004//e1_12/reduced_local,The janitor chatted with the young man rented an apartment by his uncle.,the janitor chatted with the young man rented an apartment by his uncle .,The janitor chatted with the young man rented an apartment by his uncle.,,39,,,relativizer,tabor2004//e1_12/nonreduced_local,The janitor chatted with the young man who was rented an apartment by his uncle.,ins,ins,,who was,7,Who rented an apartment out?,A young man's uncle,"{""answer_options"": [""A janitor"", ""A young man"", ""A young man's uncle""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""rented"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_14,nonreduced_global,tabor2004//e1_14/nonreduced_global,The play centered around an innkeeper who was sung a verse by a traveling monk.,the play centered around an innkeeper who was sung a verse by a traveling monk .,The play centered around an innkeeper who was sung a verse by a traveling monk.,,40,,,relativizer,tabor2004//e1_14/nonreduced_global,The play centered around an innkeeper who was sung a verse by a traveling monk.,none,,,,8,Who sang a verse?,A traveling monk,"{""answer_options"": [""A play"", ""An innkeeper"", ""A traveling monk""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""sung"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_14,reduced_global,tabor2004//e1_14/reduced_global,The play centered around an innkeeper sung a verse by a traveling monk.,the play centered around an innkeeper sung a verse by a traveling monk .,The play centered around an innkeeper sung a verse by a traveling monk.,,41,,,relativizer,tabor2004//e1_14/nonreduced_global,The play centered around an innkeeper who was sung a verse by a traveling monk.,ins,ins,,who was,6,Who sang a verse?,A traveling monk,"{""answer_options"": [""A play"", ""An innkeeper"", ""A traveling monk""], ""coherence"": ""global"", ""experiment"": ""exp1"", ""participle"": ""sung"", ""reduced_rel"": ""reduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
tabor2004,,e1_14,nonreduced_local,tabor2004//e1_14/nonreduced_local,The play centered around an innkeeper who was recited a verse by a traveling monk.,the play centered around an innkeeper who was recited a verse by a traveling monk .,The play centered around an innkeeper who was recited a verse by a traveling monk.,,42,,,relativizer,tabor2004//e1_14/nonreduced_local,The play centered around an innkeeper who was recited a verse by a traveling monk.,none,,,,8,Who recited a verse?,A traveling monk,"{""answer_options"": [""A play"", ""An innkeeper"", ""A traveling monk""], ""coherence"": ""local"", ""experiment"": ""exp1"", ""participle"": ""recited"", ""reduced_rel"": ""nonreduced"", ""relativizer"": ""who was"", ""src_orc"": ""NA""}"
