dataset,stim_uid,intended_uid,intended_text,edit_type,edit_ops,edit_from,edit_to,edit_obs_idx,n_repairs_for_stim
ryskin2021,ryskin2021//6/Control,ryskin2021//6/Control,She saved him from the poison by administering an antidote.,none,,,,,1
ryskin2021,ryskin2021//6/SemCrit,ryskin2021//6/Control,She saved him from the poison by administering an antidote.,sub,sub,anecdote.,antidote.,9,1
ryskin2021,ryskin2021//6/Sem,ryskin2021//6/Control,She saved him from the poison by administering an antidote.,sub,sub,a matinee.,an antidote.,8,1
ryskin2021,ryskin2021//6/Synt,ryskin2021//6/Control,She saved him from the poison by administering an antidote.,sub,sub,antidotes.,antidote.,9,1
ryskin2021,ryskin2021//7/Control,ryskin2021//7/Control,Clownfish have evolved invulnerability to the poison tentacles of anemones.,none,,,,,1
ryskin2021,ryskin2021//7/SemCrit,ryskin2021//7/Control,Clownfish have evolved invulnerability to the poison tentacles of anemones.,sub,sub,amenities.,anemones.,9,1
ryskin2021,ryskin2021//7/Sem,ryskin2021//7/Control,Clownfish have evolved invulnerability to the poison tentacles of anemones.,sub,sub,ornaments.,anemones.,9,1
ryskin2021,ryskin2021//7/Synt,ryskin2021//7/Control,Clownfish have evolved invulnerability to the poison tentacles of anemones.,sub,sub,anemone.,anemones.,9,1
ryskin2021,ryskin2021//8/Control,ryskin2021//8/Control,The upscale apartment was complete with all these modern amenities.,none,,,,,1
ryskin2021,ryskin2021//8/SemCrit,ryskin2021//8/Control,The upscale apartment was complete with all these modern amenities.,sub,sub,anemones.,amenities.,9,1
ryskin2021,ryskin2021//8/Sem,ryskin2021//8/Control,The upscale apartment was complete with all these modern amenities.,sub,sub,lymph.,amenities.,9,1
ryskin2021,ryskin2021//8/Synt,ryskin2021//8/Control,The upscale apartment was complete with all these modern amenities.,sub,sub,amenity.,amenities.,9,1
ryskin2021,ryskin2021//9/Control,ryskin2021//9/Control,The flooded river fertilized the fields with a rich sediment.,none,,,,,1
ryskin2021,ryskin2021//9/SemCrit,ryskin2021//9/Control,The flooded river fertilized the fields with a rich sediment.,sub,sub,sentiment.,sediment.,9,1
ryskin2021,ryskin2021//9/Sem,ryskin2021//9/Control,The flooded river fertilized the fields with a rich sediment.,sub,sub,juggler.,sediment.,9,1
ryskin2021,ryskin2021//9/Synt,ryskin2021//9/Control,The flooded river fertilized the fields with a rich sediment.,sub,sub,sediments.,sediment.,9,1
ryskin2021,ryskin2021//10/Control,ryskin2021//10/Control,Political corruption and economic hardship fueled a growing anti-government sentiment.,none,,,,,1
ryskin2021,ryskin2021//10/SemCrit,ryskin2021//10/Control,Political corruption and economic hardship fueled a growing anti-government sentiment.,sub,sub,sediment.,sentiment.,9,1
ryskin2021,ryskin2021//10/Sem,ryskin2021//10/Control,Political corruption and economic hardship fueled a growing anti-government sentiment.,sub,sub,dalmatian.,sentiment.,9,1
ryskin2021,ryskin2021//10/Synt,ryskin2021//10/Control,Political corruption and economic hardship fueled a growing anti-government sentiment.,sub,sub,sentiments.,sentiment.,9,1
ryskin2021,ryskin2021//11/Control,ryskin2021//11/Control,Up on the tree branch perched a bright red cardinal.,none,,,,,1
ryskin2021,ryskin2021//11/SemCrit,ryskin2021//11/Control,Up on the tree branch perched a bright red cardinal.,sub,sub,carnival.,cardinal.,9,1
ryskin2021,ryskin2021//11/Sem,ryskin2021//11/Control,Up on the tree branch perched a bright red cardinal.,sub,sub,masquerade.,cardinal.,9,1
ryskin2021,ryskin2021//11/Synt,ryskin2021//11/Control,Up on the tree branch perched a bright red cardinal.,sub,sub,cardinals.,cardinal.,9,1
ryskin2021,ryskin2021//12/Control,ryskin2021//12/Control,There is a beanbag toss game booth at this carnival.,none,,,,,1
ryskin2021,ryskin2021//12/SemCrit,ryskin2021//12/Control,There is a beanbag toss game booth at this carnival.,sub,sub,cardinal.,carnival.,9,1
ryskin2021,ryskin2021//12/Sem,ryskin2021//12/Control,There is a beanbag toss game booth at this carnival.,sub,sub,destruction.,carnival.,9,1
ryskin2021,ryskin2021//12/Synt,ryskin2021//12/Control,There is a beanbag toss game booth at this carnival.,sub,sub,carnivals.,carnival.,9,1
ryskin2021,ryskin2021//13/Control,ryskin2021//13/Control,The reagents reacted faster in the presence of a catalyst.,none,,,,,1
ryskin2021,ryskin2021//13/SemCrit,ryskin2021//13/Control,The reagents reacted faster in the presence of a catalyst.,sub,sub,callus.,catalyst.,9,1
ryskin2021,ryskin2021//13/Sem,ryskin2021//13/Control,The reagents reacted faster in the presence of a catalyst.,sub,sub,an anecdote.,a catalyst.,8,1
ryskin2021,ryskin2021//13/Synt,ryskin2021//13/Control,The reagents reacted faster in the presence of a catalyst.,sub,sub,catalysts.,catalyst.,9,1
ryskin2021,ryskin2021//15/Control,ryskin2021//15/Control,Pikemen can be an effective defense against a charging cavalry.,none,,,,,1
ryskin2021,ryskin2021//15/SemCrit,ryskin2021//15/Control,Pikemen can be an effective defense against a charging cavalry.,sub,sub,cavity.,cavalry.,9,1
ryskin2021,ryskin2021//15/Sem,ryskin2021//15/Control,Pikemen can be an effective defense against a charging cavalry.,sub,sub,stipulation.,cavalry.,9,1
ryskin2021,ryskin2021//15/Synt,ryskin2021//15/Control,Pikemen can be an effective defense against a charging cavalry.,sub,sub,cavalries.,cavalry.,9,1
ryskin2021,ryskin2021//16/Control,ryskin2021//16/Control,The dentist congratulated me on not having a single cavity.,none,,,,,1
ryskin2021,ryskin2021//16/SemCrit,ryskin2021//16/Control,The dentist congratulated me on not having a single cavity.,sub,sub,cavalry.,cavity.,9,1
ryskin2021,ryskin2021//16/Sem,ryskin2021//16/Control,The dentist congratulated me on not having a single cavity.,sub,sub,petal.,cavity.,9,1
ryskin2021,ryskin2021//16/Synt,ryskin2021//16/Control,The dentist congratulated me on not having a single cavity.,sub,sub,cavities.,cavity.,9,1
ryskin2021,ryskin2021//17/Control,ryskin2021//17/Control,After my root canal the dentist prescribed a pain medication.,none,,,,,1
ryskin2021,ryskin2021//17/SemCrit,ryskin2021//17/Control,After my root canal the dentist prescribed a pain medication.,sub,sub,meditation.,medication.,9,1
ryskin2021,ryskin2021//17/Sem,ryskin2021//17/Control,After my root canal the dentist prescribed a pain medication.,sub,sub,balcony.,medication.,9,1
ryskin2021,ryskin2021//17/Synt,ryskin2021//17/Control,After my root canal the dentist prescribed a pain medication.,sub,sub,medications.,medication.,9,1
ryskin2021,ryskin2021//18/Control,ryskin2021//18/Control,The monk sat quietly and fell into a deep meditation.,none,,,,,1
ryskin2021,ryskin2021//18/SemCrit,ryskin2021//18/Control,The monk sat quietly and fell into a deep meditation.,sub,sub,medication.,meditation.,9,1
ryskin2021,ryskin2021//18/Sem,ryskin2021//18/Control,The monk sat quietly and fell into a deep meditation.,sub,sub,arsenal.,meditation.,9,1
ryskin2021,ryskin2021//18/Synt,ryskin2021//18/Control,The monk sat quietly and fell into a deep meditation.,sub,sub,meditations.,meditation.,9,1
ryskin2021,ryskin2021//19/Control,ryskin2021//19/Control,Her grandmother's pennies inspired her to start a coin collection.,none,,,,,1
ryskin2021,ryskin2021//19/SemCrit,ryskin2021//19/Control,Her grandmother's pennies inspired her to start a coin collection.,sub,sub,correction.,collection.,9,1
ryskin2021,ryskin2021//19/Sem,ryskin2021//19/Control,Her grandmother's pennies inspired her to start a coin collection.,sub,sub,parasol.,collection.,9,1
ryskin2021,ryskin2021//19/Synt,ryskin2021//19/Control,Her grandmother's pennies inspired her to start a coin collection.,sub,sub,collections.,collection.,9,1
ryskin2021,ryskin2021//20/Control,ryskin2021//20/Control,The teacher interrupted his sentence to make a grammatical correction.,none,,,,,1
ryskin2021,ryskin2021//20/SemCrit,ryskin2021//20/Control,The teacher interrupted his sentence to make a grammatical correction.,sub,sub,collection.,correction.,9,1
ryskin2021,ryskin2021//20/Sem,ryskin2021//20/Control,The teacher interrupted his sentence to make a grammatical correction.,sub,sub,mercenary.,correction.,9,1
ryskin2021,ryskin2021//20/Synt,ryskin2021//20/Control,The teacher interrupted his sentence to make a grammatical correction.,sub,sub,corrections.,correction.,9,1
ryskin2021,ryskin2021//21/Control,ryskin2021//21/Control,An intense tension headache can be mistaken for a migraine.,none,,,,,1
ryskin2021,ryskin2021//21/SemCrit,ryskin2021//21/Control,An intense tension headache can be mistaken for a migraine.,sub,sub,migrant.,migraine.,9,1
ryskin2021,ryskin2021//21/Sem,ryskin2021//21/Control,An intense tension headache can be mistaken for a migraine.,sub,sub,an empire.,a migraine.,8,1
ryskin2021,ryskin2021//21/Synt,ryskin2021//21/Control,An intense tension headache can be mistaken for a migraine.,sub,sub,migraines.,migraine.,9,1
ryskin2021,ryskin2021//22/Control,ryskin2021//22/Control,Harvesting crops is often the job of a seasonal migrant.,none,,,,,1
ryskin2021,ryskin2021//22/SemCrit,ryskin2021//22/Control,Harvesting crops is often the job of a seasonal migrant.,sub,sub,migraine.,migrant.,9,1
ryskin2021,ryskin2021//22/Sem,ryskin2021//22/Control,Harvesting crops is often the job of a seasonal migrant.,sub,sub,massage.,migrant.,9,1
ryskin2021,ryskin2021//22/Synt,ryskin2021//22/Control,Harvesting crops is often the job of a seasonal migrant.,sub,sub,migrants.,migrant.,9,1
ryskin2021,ryskin2021//24/Control,ryskin2021//24/Control,The child wore a glittery crown with a pink rhinestone.,none,,,,,1
ryskin2021,ryskin2021//24/SemCrit,ryskin2021//24/Control,The child wore a glittery crown with a pink rhinestone.,sub,sub,rhino.,rhinestone.,9,1
ryskin2021,ryskin2021//24/Sem,ryskin2021//24/Control,The child wore a glittery crown with a pink rhinestone.,sub,sub,captain.,rhinestone.,9,1
ryskin2021,ryskin2021//24/Synt,ryskin2021//24/Control,The child wore a glittery crown with a pink rhinestone.,sub,sub,rhinestones.,rhinestone.,9,1
ryskin2021,ryskin2021//25/Control,ryskin2021//25/Control,The cause of death must be determined by a coroner.,none,,,,,1
ryskin2021,ryskin2021//25/SemCrit,ryskin2021//25/Control,The cause of death must be determined by a coroner.,sub,sub,corridor.,coroner.,9,1
ryskin2021,ryskin2021//25/Sem,ryskin2021//25/Control,The cause of death must be determined by a coroner.,sub,sub,dynasty.,coroner.,9,1
ryskin2021,ryskin2021//25/Synt,ryskin2021//25/Control,The cause of death must be determined by a coroner.,sub,sub,coroners.,coroner.,9,1
ryskin2021,ryskin2021//26/Control,ryskin2021//26/Control,His office is down at the end of this corridor.,none,,,,,1
ryskin2021,ryskin2021//26/SemCrit,ryskin2021//26/Control,His office is down at the end of this corridor.,sub,sub,coroner.,corridor.,9,1
ryskin2021,ryskin2021//26/Sem,ryskin2021//26/Control,His office is down at the end of this corridor.,sub,sub,arsenic.,corridor.,9,1
ryskin2021,ryskin2021//26/Synt,ryskin2021//26/Control,His office is down at the end of this corridor.,sub,sub,corridors.,corridor.,9,1
ryskin2021,ryskin2021//27/Control,ryskin2021//27/Control,Statisticians emphasize that causation is not implied by a correlation.,none,,,,,1
ryskin2021,ryskin2021//27/SemCrit,ryskin2021//27/Control,Statisticians emphasize that causation is not implied by a correlation.,sub,sub,coronation.,correlation.,9,1
ryskin2021,ryskin2021//27/Sem,ryskin2021//27/Control,Statisticians emphasize that causation is not implied by a correlation.,sub,sub,hypotenuse.,correlation.,9,1
ryskin2021,ryskin2021//27/Synt,ryskin2021//27/Control,Statisticians emphasize that causation is not implied by a correlation.,sub,sub,correlations.,correlation.,9,1
ryskin2021,ryskin2021//28/Control,ryskin2021//28/Control,The king knelt to be crowned at an official coronation.,none,,,,,1
ryskin2021,ryskin2021//28/SemCrit,ryskin2021//28/Control,The king knelt to be crowned at an official coronation.,sub,sub,correlation.,coronation.,9,1
ryskin2021,ryskin2021//28/Sem,ryskin2021//28/Control,The king knelt to be crowned at an official coronation.,sub,sub,parasite.,coronation.,9,1
ryskin2021,ryskin2021//28/Synt,ryskin2021//28/Control,The king knelt to be crowned at an official coronation.,sub,sub,coronations.,coronation.,9,1
ryskin2021,ryskin2021//29/Control,ryskin2021//29/Control,The moth attracted a mate by releasing a potent pheromone.,none,,,,,1
ryskin2021,ryskin2021//29/SemCrit,ryskin2021//29/Control,The moth attracted a mate by releasing a potent pheromone.,sub,sub,pharaoh.,pheromone.,9,1
ryskin2021,ryskin2021//29/Sem,ryskin2021//29/Control,The moth attracted a mate by releasing a potent pheromone.,sub,sub,admonition.,pheromone.,9,1
ryskin2021,ryskin2021//29/Synt,ryskin2021//29/Control,The moth attracted a mate by releasing a potent pheromone.,sub,sub,pheromones.,pheromone.,9,1
ryskin2021,ryskin2021//30/Control,ryskin2021//30/Control,The archeologists found the mummy of a young egyptian pharaoh.,none,,,,,1
ryskin2021,ryskin2021//30/SemCrit,ryskin2021//30/Control,The archeologists found the mummy of a young egyptian pharaoh.,sub,sub,pheromone.,pharaoh.,9,1
ryskin2021,ryskin2021//30/Sem,ryskin2021//30/Control,The archeologists found the mummy of a young egyptian pharaoh.,sub,sub,hearth.,pharaoh.,9,1
ryskin2021,ryskin2021//30/Synt,ryskin2021//30/Control,The archeologists found the mummy of a young egyptian pharaoh.,sub,sub,pharoahs.,pharaoh.,9,1
ryskin2021,ryskin2021//31/Control,ryskin2021//31/Control,The student went to medical school to become a physician.,none,,,,,1
ryskin2021,ryskin2021//31/SemCrit,ryskin2021//31/Control,The student went to medical school to become a physician.,sub,sub,physicist.,physician.,9,1
ryskin2021,ryskin2021//31/Sem,ryskin2021//31/Control,The student went to medical school to become a physician.,sub,sub,cardinal.,physician.,9,1
ryskin2021,ryskin2021//31/Synt,ryskin2021//31/Control,The student went to medical school to become a physician.,sub,sub,physicians.,physician.,9,1
ryskin2021,ryskin2021//32/Control,ryskin2021//32/Control,A new gravitational theory was proposed by an eminent physicist.,none,,,,,1
ryskin2021,ryskin2021//32/SemCrit,ryskin2021//32/Control,A new gravitational theory was proposed by an eminent physicist.,sub,sub,physician.,physicist.,9,1
ryskin2021,ryskin2021//32/Sem,ryskin2021//32/Control,A new gravitational theory was proposed by an eminent physicist.,sub,sub,campaign.,physicist.,9,1
ryskin2021,ryskin2021//32/Synt,ryskin2021//32/Control,A new gravitational theory was proposed by an eminent physicist.,sub,sub,physicists.,physicist.,9,1
ryskin2021,ryskin2021//33/Control,ryskin2021//33/Control,Blinking causes a momentary pupil contraction followed by a dilation.,none,,,,,1
ryskin2021,ryskin2021//33/SemCrit,ryskin2021//33/Control,Blinking causes a momentary pupil contraction followed by a dilation.,sub,sub,dilution.,dilation.,9,1
ryskin2021,ryskin2021//33/Sem,ryskin2021//33/Control,Blinking causes a momentary pupil contraction followed by a dilation.,sub,sub,mutiny.,dilation.,9,1
ryskin2021,ryskin2021//33/Synt,ryskin2021//33/Control,Blinking causes a momentary pupil contraction followed by a dilation.,sub,sub,dilations.,dilation.,9,1
ryskin2021,ryskin2021//34/Control,ryskin2021//34/Control,The bleach is too concentrated and requires a 1-in-5 dilution.,none,,,,,1
ryskin2021,ryskin2021//34/SemCrit,ryskin2021//34/Control,The bleach is too concentrated and requires a 1-in-5 dilution.,sub,sub,dilation.,dilution.,9,1
ryskin2021,ryskin2021//34/Sem,ryskin2021//34/Control,The bleach is too concentrated and requires a 1-in-5 dilution.,sub,sub,shudder.,dilution.,9,1
ryskin2021,ryskin2021//34/Synt,ryskin2021//34/Control,The bleach is too concentrated and requires a 1-in-5 dilution.,sub,sub,dilutions.,dilution.,9,1
ryskin2021,ryskin2021//36/Control,ryskin2021//36/Control,The vicious cyclone tragically caused many deaths and much destruction.,none,,,,,1
ryskin2021,ryskin2021//36/SemCrit,ryskin2021//36/Control,The vicious cyclone tragically caused many deaths and much destruction.,sub,sub,distraction.,destruction.,9,1
ryskin2021,ryskin2021//36/Sem,ryskin2021//36/Control,The vicious cyclone tragically caused many deaths and much destruction.,sub,sub,aluminum.,destruction.,9,1
ryskin2021,ryskin2021//36/Synt,ryskin2021//36/Control,The vicious cyclone tragically caused many deaths and much destruction.,sub,sub,destructions.,destruction.,9,1
ryskin2021,ryskin2021//38/Control,ryskin2021//38/Control,One window on the dilapidated house was missing a shutter.,none,,,,,1
ryskin2021,ryskin2021//38/SemCrit,ryskin2021//38/Control,One window on the dilapidated house was missing a shutter.,sub,sub,shudder.,shutter.,9,1
ryskin2021,ryskin2021//38/Sem,ryskin2021//38/Control,One window on the dilapidated house was missing a shutter.,sub,sub,migrant.,shutter.,9,1
ryskin2021,ryskin2021//38/Synt,ryskin2021//38/Control,One window on the dilapidated house was missing a shutter.,sub,sub,shutters.,shutter.,9,1
ryskin2021,ryskin2021//39/Control,ryskin2021//39/Control,Rupert murdoch is the owner of a vast media empire.,none,,,,,1
ryskin2021,ryskin2021//39/SemCrit,ryskin2021//39/Control,Rupert murdoch is the owner of a vast media empire.,sub,sub,umpire.,empire.,9,1
ryskin2021,ryskin2021//39/Sem,ryskin2021//39/Control,Rupert murdoch is the owner of a vast media empire.,sub,sub,meditation.,empire.,9,1
ryskin2021,ryskin2021//39/Synt,ryskin2021//39/Control,Rupert murdoch is the owner of a vast media empire.,sub,sub,empires.,empire.,9,1
ryskin2021,ryskin2021//40/Control,ryskin2021//40/Control,The baseball player felt cheated and swore at an umpire.,none,,,,,1
ryskin2021,ryskin2021//40/SemCrit,ryskin2021//40/Control,The baseball player felt cheated and swore at an umpire.,sub,sub,empire.,umpire.,9,1
ryskin2021,ryskin2021//40/Sem,ryskin2021//40/Control,The baseball player felt cheated and swore at an umpire.,sub,sub,a coronation.,an umpire.,8,1
ryskin2021,ryskin2021//40/Synt,ryskin2021//40/Control,The baseball player felt cheated and swore at an umpire.,sub,sub,umpires.,umpire.,9,1
ryskin2021,ryskin2021//41/Control,ryskin2021//41/Control,The caribbean cruise package includes this kayaking and snorkeling excursion.,none,,,,,1
ryskin2021,ryskin2021//41/SemCrit,ryskin2021//41/Control,The caribbean cruise package includes this kayaking and snorkeling excursion.,sub,sub,exertion.,excursion.,9,1
ryskin2021,ryskin2021//41/Sem,ryskin2021//41/Control,The caribbean cruise package includes this kayaking and snorkeling excursion.,sub,sub,irritation.,excursion.,9,1
ryskin2021,ryskin2021//41/Synt,ryskin2021//41/Control,The caribbean cruise package includes this kayaking and snorkeling excursion.,sub,sub,excursions.,excursion.,9,1
ryskin2021,ryskin2021//42/Control,ryskin2021//42/Control,He had sprinted and was still sweating from this exertion.,none,,,,,1
ryskin2021,ryskin2021//42/SemCrit,ryskin2021//42/Control,He had sprinted and was still sweating from this exertion.,sub,sub,excursion.,exertion.,9,1
ryskin2021,ryskin2021//42/Sem,ryskin2021//42/Control,He had sprinted and was still sweating from this exertion.,sub,sub,cardinal.,exertion.,9,1
ryskin2021,ryskin2021//42/Synt,ryskin2021//42/Control,He had sprinted and was still sweating from this exertion.,sub,sub,exertions.,exertion.,9,1
ryskin2021,ryskin2021//43/Control,ryskin2021//43/Control,The study of sounds in language is known as phonology.,none,,,,,1
ryskin2021,ryskin2021//43/SemCrit,ryskin2021//43/Control,The study of sounds in language is known as phonology.,sub,sub,phrenology.,phonology.,9,1
ryskin2021,ryskin2021//43/Sem,ryskin2021//43/Control,The study of sounds in language is known as phonology.,sub,sub,leisure.,phonology.,9,1
ryskin2021,ryskin2021//43/Synt,ryskin2021//43/Control,The study of sounds in language is known as phonology.,sub,sub,phonologies.,phonology.,9,1
ryskin2021,ryskin2021//44/Control,ryskin2021//44/Control,The pseudoscience of inferring personality from skull measurements is phrenology.,none,,,,,1
ryskin2021,ryskin2021//44/SemCrit,ryskin2021//44/Control,The pseudoscience of inferring personality from skull measurements is phrenology.,sub,sub,phonology.,phrenology.,9,1
ryskin2021,ryskin2021//44/Sem,ryskin2021//44/Control,The pseudoscience of inferring personality from skull measurements is phrenology.,sub,sub,saffron.,phrenology.,9,1
ryskin2021,ryskin2021//44/Synt,ryskin2021//44/Control,The pseudoscience of inferring personality from skull measurements is phrenology.,sub,sub,phrenologies.,phrenology.,9,1
ryskin2021,ryskin2021//45/Control,ryskin2021//45/Control,The casket was carried to the cemetery in a hearse.,none,,,,,1
ryskin2021,ryskin2021//45/SemCrit,ryskin2021//45/Control,The casket was carried to the cemetery in a hearse.,sub,sub,hearth.,hearse.,9,1
ryskin2021,ryskin2021//45/Sem,ryskin2021//45/Control,The casket was carried to the cemetery in a hearse.,sub,sub,dilution.,hearse.,9,1
ryskin2021,ryskin2021//45/Synt,ryskin2021//45/Control,The casket was carried to the cemetery in a hearse.,sub,sub,hearses.,hearse.,9,1
ryskin2021,ryskin2021//47/Control,ryskin2021//47/Control,The heat felt even worse because of all this humidity.,none,,,,,1
ryskin2021,ryskin2021//47/SemCrit,ryskin2021//47/Control,The heat felt even worse because of all this humidity.,sub,sub,humility.,humidity.,9,1
ryskin2021,ryskin2021//47/Sem,ryskin2021//47/Control,The heat felt even worse because of all this humidity.,sub,sub,catalyst.,humidity.,9,1
ryskin2021,ryskin2021//47/Synt,ryskin2021//47/Control,The heat felt even worse because of all this humidity.,sub,sub,humidities.,humidity.,9,1
ryskin2021,ryskin2021//48/Control,ryskin2021//48/Control,The sermon denounced pride and extolled the virtue of humility.,none,,,,,1
ryskin2021,ryskin2021//48/SemCrit,ryskin2021//48/Control,The sermon denounced pride and extolled the virtue of humility.,sub,sub,humidity.,humility.,9,1
ryskin2021,ryskin2021//48/Sem,ryskin2021//48/Control,The sermon denounced pride and extolled the virtue of humility.,sub,sub,alumni.,humility.,9,1
ryskin2021,ryskin2021//48/Synt,ryskin2021//48/Control,The sermon denounced pride and extolled the virtue of humility.,sub,sub,humilities.,humility.,9,1
ryskin2021,ryskin2021//49/Control,ryskin2021//49/Control,The scientist designed an experiment to test a controversial hypothesis.,none,,,,,1
ryskin2021,ryskin2021//49/SemCrit,ryskin2021//49/Control,The scientist designed an experiment to test a controversial hypothesis.,sub,sub,hypotenuse.,hypothesis.,9,1
ryskin2021,ryskin2021//49/Sem,ryskin2021//49/Control,The scientist designed an experiment to test a controversial hypothesis.,sub,sub,gazette.,hypothesis.,9,1
ryskin2021,ryskin2021//49/Synt,ryskin2021//49/Control,The scientist designed an experiment to test a controversial hypothesis.,sub,sub,hypotheses.,hypothesis.,9,1
ryskin2021,ryskin2021//50/Control,ryskin2021//50/Control,Use pythagoras' theorem to find the length of a hypotenuse.,none,,,,,1
ryskin2021,ryskin2021//50/SemCrit,ryskin2021//50/Control,Use pythagoras' theorem to find the length of a hypotenuse.,sub,sub,hypothesis.,hypotenuse.,9,1
ryskin2021,ryskin2021//50/Sem,ryskin2021//50/Control,Use pythagoras' theorem to find the length of a hypotenuse.,sub,sub,cavalry.,hypotenuse.,9,1
ryskin2021,ryskin2021//50/Synt,ryskin2021//50/Control,Use pythagoras' theorem to find the length of a hypotenuse.,sub,sub,hypotenuses.,hypotenuse.,9,1
ryskin2021,ryskin2021//51/Control,ryskin2021//51/Control,The preacher believed drunkenness was the cause of much immorality.,none,,,,,1
ryskin2021,ryskin2021//51/SemCrit,ryskin2021//51/Control,The preacher believed drunkenness was the cause of much immorality.,sub,sub,immortality.,immorality.,9,1
ryskin2021,ryskin2021//51/Sem,ryskin2021//51/Control,The preacher believed drunkenness was the cause of much immorality.,sub,sub,irrigation.,immorality.,9,1
ryskin2021,ryskin2021//51/Synt,ryskin2021//51/Control,The preacher believed drunkenness was the cause of much immorality.,sub,sub,immoralities.,immorality.,9,1
ryskin2021,ryskin2021//52/Control,ryskin2021//52/Control,The artist achieved eternal fame despite not seeking this immortality.,none,,,,,1
ryskin2021,ryskin2021//52/SemCrit,ryskin2021//52/Control,The artist achieved eternal fame despite not seeking this immortality.,sub,sub,immorality.,immortality.,9,1
ryskin2021,ryskin2021//52/Sem,ryskin2021//52/Control,The artist achieved eternal fame despite not seeking this immortality.,sub,sub,dilation.,immortality.,9,1
ryskin2021,ryskin2021//52/Synt,ryskin2021//52/Control,The artist achieved eternal fame despite not seeking this immortality.,sub,sub,immortalities.,immortality.,9,1
ryskin2021,ryskin2021//56/Control,ryskin2021//56/Control,Medics cleaned and bandaged the wound to prevent an infection.,none,,,,,1
ryskin2021,ryskin2021//56/SemCrit,ryskin2021//56/Control,Medics cleaned and bandaged the wound to prevent an infection.,sub,sub,inflection.,infection.,9,1
ryskin2021,ryskin2021//56/Sem,ryskin2021//56/Control,Medics cleaned and bandaged the wound to prevent an infection.,sub,sub,a sapphire.,an infection.,8,1
ryskin2021,ryskin2021//56/Synt,ryskin2021//56/Control,Medics cleaned and bandaged the wound to prevent an infection.,sub,sub,infections.,infection.,9,1
ryskin2021,ryskin2021//59/Control,ryskin2021//59/Control,This docile herbivorous aquatic mammal is known as a manatee.,none,,,,,1
ryskin2021,ryskin2021//59/SemCrit,ryskin2021//59/Control,This docile herbivorous aquatic mammal is known as a manatee.,sub,sub,matinee.,manatee.,9,1
ryskin2021,ryskin2021//59/Sem,ryskin2021//59/Control,This docile herbivorous aquatic mammal is known as a manatee.,sub,sub,stimulation.,manatee.,9,1
