dataset,subset,item_id,condition,stim_uid,sentence_orig,sentence_norm,model_input,context,sentence_id,plausibility,is_grammatical,contrast,intended_uids,n_intended,critical_word_idx,comprehension_q,correct_answer,meta
ryskin2021,,9,Synt,ryskin2021//9/Synt,,the flooded river fertilized the fields with a rich sediments .,The flooded river fertilized the fields with a rich sediments.,,35,implausible,,word_form,ryskin2021//9/Control,1,9,,,{}
ryskin2021,,10,Control,ryskin2021//10/Control,,political corruption and economic hardship fueled a growing anti-government sentiment .,Political corruption and economic hardship fueled a growing anti-government sentiment.,,36,plausible,,word_form,ryskin2021//10/Control,1,,,,{}
ryskin2021,,10,SemCrit,ryskin2021//10/SemCrit,,political corruption and economic hardship fueled a growing anti-government sediment .,Political corruption and economic hardship fueled a growing anti-government sediment.,,37,implausible,,word_form,ryskin2021//10/Control,1,9,,,{}
ryskin2021,,10,Sem,ryskin2021//10/Sem,,political corruption and economic hardship fueled a growing anti-government dalmatian .,Political corruption and economic hardship fueled a growing anti-government dalmatian.,,38,implausible,,word_form,ryskin2021//10/Control,1,9,,,{}
ryskin2021,,10,Synt,ryskin2021//10/Synt,,political corruption and economic hardship fueled a growing anti-government sentiments .,Political corruption and economic hardship fueled a growing anti-government sentiments.,,39,implausible,,word_form,ryskin2021//10/Control,1,9,,,{}
ryskin2021,,11,Control,ryskin2021//11/Control,,up on the tree branch perched a bright red cardinal .,Up on the tree branch perched a bright red cardinal.,,40,plausible,,word_form,ryskin2021//11/Control,1,,,,{}
ryskin2021,,11,SemCrit,ryskin2021//11/SemCrit,,up on the tree branch perched a bright red carnival .,Up on the tree branch perched a bright red carnival.,,41,implausible,,word_form,ryskin2021//11/Control,1,9,,,{}
ryskin2021,,11,Sem,ryskin2021//11/Sem,,up on the tree branch perched a bright red masquerade .,Up on the tree branch perched a bright red masquerade.,,42,implausible,,word_form,ryskin2021//11/Control,1,9,,,{}
ryskin2021,,11,Synt,ryskin2021//11/Synt,,up on the tree branch perched a bright red cardinals .,Up on the tree branch perched a bright red cardinals.,,43,implausible,,word_form,ryskin2021//11/Control,1,9,,,{}
ryskin2021,,12,Control,ryskin2021//12/Control,,there is a beanbag toss game booth at this carnival .,There is a beanbag toss game booth at this carnival.,,44,plausible,,word_form,ryskin2021//12/Control,1,,,,{}
ryskin2021,,12,SemCrit,ryskin2021//12/SemCrit,,there is a beanbag toss game booth at this cardinal .,There is a beanbag toss game booth at this cardinal.,,45,implausible,,word_form,ryskin2021//12/Control,1,9,,,{}
ryskin2021,,12,Sem,ryskin2021//12/Sem,,there is a beanbag toss game booth at this destruction .,There is a beanbag toss game booth at this destruction.,,46,implausible,,word_form,ryskin2021//12/Control,1,9,,,{}
ryskin2021,,12,Synt,ryskin2021//12/Synt,,there is a beanbag toss game booth at this carnivals .,There is a beanbag toss game booth at this carnivals.,,47,implausible,,word_form,ryskin2021//12/Control,1,9,,,{}
ryskin2021,,13,Control,ryskin2021//13/Control,,the reagents reacted faster in the presence of a catalyst .,The reagents reacted faster in the presence of a catalyst.,,48,plausible,,word_form,ryskin2021//13/Control,1,,,,{}
ryskin2021,,13,SemCrit,ryskin2021//13/SemCrit,,the reagents reacted faster in the presence of a callus .,The reagents reacted faster in the presence of a callus.,,49,implausible,,word_form,ryskin2021//13/Control,1,9,,,{}
ryskin2021,,13,Sem,ryskin2021//13/Sem,,the reagents reacted faster in the presence of an anecdote .,The reagents reacted faster in the presence of an anecdote.,,50,implausible,,word_form,ryskin2021//13/Control,1,8,,,{}
ryskin2021,,13,Synt,ryskin2021//13/Synt,,the reagents reacted faster in the presence of a catalysts .,The reagents reacted faster in the presence of a catalysts.,,51,implausible,,word_form,ryskin2021//13/Control,1,9,,,{}
ryskin2021,,15,Control,ryskin2021//15/Control,,pikemen can be an effective defense against a charging cavalry .,Pikemen can be an effective defense against a charging cavalry.,,52,plausible,,word_form,ryskin2021//15/Control,1,,,,{}
ryskin2021,,15,SemCrit,ryskin2021//15/SemCrit,,pikemen can be an effective defense against a charging cavity .,Pikemen can be an effective defense against a charging cavity.,,53,implausible,,word_form,ryskin2021//15/Control,1,9,,,{}
ryskin2021,,15,Sem,ryskin2021//15/Sem,,pikemen can be an effective defense against a charging stipulation .,Pikemen can be an effective defense against a charging stipulation.,,54,implausible,,word_form,ryskin2021//15/Control,1,9,,,{}
ryskin2021,,15,Synt,ryskin2021//15/Synt,,pikemen can be an effective defense against a charging cavalries .,Pikemen can be an effective defense against a charging cavalries.,,55,implausible,,word_form,ryskin2021//15/Control,1,9,,,{}
ryskin2021,,16,Control,ryskin2021//16/Control,,the dentist congratulated me on not having a single cavity .,The dentist congratulated me on not having a single cavity.,,56,plausible,,word_form,ryskin2021//16/Control,1,,,,{}
ryskin2021,,16,SemCrit,ryskin2021//16/SemCrit,,the dentist congratulated me on not having a single cavalry .,The dentist congratulated me on not having a single cavalry.,,57,implausible,,word_form,ryskin2021//16/Control,1,9,,,{}
ryskin2021,,16,Sem,ryskin2021//16/Sem,,the dentist congratulated me on not having a single petal .,The dentist congratulated me on not having a single petal.,,58,implausible,,word_form,ryskin2021//16/Control,1,9,,,{}
ryskin2021,,16,Synt,ryskin2021//16/Synt,,the dentist congratulated me on not having a single cavities .,The dentist congratulated me on not having a single cavities.,,59,implausible,,word_form,ryskin2021//16/Control,1,9,,,{}
ryskin2021,,17,Control,ryskin2021//17/Control,,after my root canal the dentist prescribed a pain medication .,After my root canal the dentist prescribed a pain medication.,,60,plausible,,word_form,ryskin2021//17/Control,1,,,,{}
ryskin2021,,17,SemCrit,ryskin2021//17/SemCrit,,after my root canal the dentist prescribed a pain meditation .,After my root canal the dentist prescribed a pain meditation.,,61,implausible,,word_form,ryskin2021//17/Control,1,9,,,{}
ryskin2021,,17,Sem,ryskin2021//17/Sem,,after my root canal the dentist prescribed a pain balcony .,After my root canal the dentist prescribed a pain balcony.,,62,implausible,,word_form,ryskin2021//17/Control,1,9,,,{}
ryskin2021,,17,Synt,ryskin2021//17/Synt,,after my root canal the dentist prescribed a pain medications .,After my root canal the dentist prescribed a pain medications.,,63,implausible,,word_form,ryskin2021//17/Control,1,9,,,{}
ryskin2021,,18,Control,ryskin2021//18/Control,,the monk sat quietly and fell into a deep meditation .,The monk sat quietly and fell into a deep meditation.,,64,plausible,,word_form,ryskin2021//18/Control,1,,,,{}
ryskin2021,,18,SemCrit,ryskin2021//18/SemCrit,,the monk sat quietly and fell into a deep medication .,The monk sat quietly and fell into a deep medication.,,65,implausible,,word_form,ryskin2021//18/Control,1,9,,,{}
ryskin2021,,18,Sem,ryskin2021//18/Sem,,the monk sat quietly and fell into a deep arsenal .,The monk sat quietly and fell into a deep arsenal.,,66,implausible,,word_form,ryskin2021//18/Control,1,9,,,{}
ryskin2021,,18,Synt,ryskin2021//18/Synt,,the monk sat quietly and fell into a deep meditations .,The monk sat quietly and fell into a deep meditations.,,67,implausible,,word_form,ryskin2021//18/Control,1,9,,,{}
ryskin2021,,19,Control,ryskin2021//19/Control,,her grandmother's pennies inspired her to start a coin collection .,Her grandmother's pennies inspired her to start a coin collection.,,68,plausible,,word_form,ryskin2021//19/Control,1,,,,{}
ryskin2021,,19,SemCrit,ryskin2021//19/SemCrit,,her grandmother's pennies inspired her to start a coin correction .,Her grandmother's pennies inspired her to start a coin correction.,,69,implausible,,word_form,ryskin2021//19/Control,1,9,,,{}
ryskin2021,,19,Sem,ryskin2021//19/Sem,,her grandmother's pennies inspired her to start a coin parasol .,Her grandmother's pennies inspired her to start a coin parasol.,,70,implausible,,word_form,ryskin2021//19/Control,1,9,,,{}
ryskin2021,,19,Synt,ryskin2021//19/Synt,,her grandmother's pennies inspired her to start a coin collections .,Her grandmother's pennies inspired her to start a coin collections.,,71,implausible,,word_form,ryskin2021//19/Control,1,9,,,{}
ryskin2021,,20,Control,ryskin2021//20/Control,,the teacher interrupted his sentence to make a grammatical correction .,The teacher interrupted his sentence to make a grammatical correction.,,72,plausible,,word_form,ryskin2021//20/Control,1,,,,{}
ryskin2021,,20,SemCrit,ryskin2021//20/SemCrit,,the teacher interrupted his sentence to make a grammatical collection .,The teacher interrupted his sentence to make a grammatical collection.,,73,implausible,,word_form,ryskin2021//20/Control,1,9,,,{}
ryskin2021,,20,Sem,ryskin2021//20/Sem,,the teacher interrupted his sentence to make a grammatical mercenary .,The teacher interrupted his sentence to make a grammatical mercenary.,,74,implausible,,word_form,ryskin2021//20/Control,1,9,,,{}
ryskin2021,,20,Synt,ryskin2021//20/Synt,,the teacher interrupted his sentence to make a grammatical corrections .,The teacher interrupted his sentence to make a grammatical corrections.,,75,implausible,,word_form,ryskin2021//20/Control,1,9,,,{}
ryskin2021,,21,Control,ryskin2021//21/Control,,an intense tension headache can be mistaken for a migraine .,An intense tension headache can be mistaken for a migraine.,,76,plausible,,word_form,ryskin2021//21/Control,1,,,,{}
ryskin2021,,21,SemCrit,ryskin2021//21/SemCrit,,an intense tension headache can be mistaken for a migrant .,An intense tension headache can be mistaken for a migrant.,,77,implausible,,word_form,ryskin2021//21/Control,1,9,,,{}
ryskin2021,,21,Sem,ryskin2021//21/Sem,,an intense tension headache can be mistaken for an empire .,An intense tension headache can be mistaken for an empire.,,78,implausible,,word_form,ryskin2021//21/Control,1,8,,,{}
ryskin2021,,21,Synt,ryskin2021//21/Synt,,an intense tension headache can be mistaken for a migraines .,An intense tension headache can be mistaken for a migraines.,,79,implausible,,word_form,ryskin2021//21/Control,1,9,,,{}
ryskin2021,,22,Control,ryskin2021//22/Control,,harvesting crops is often the job of a seasonal migrant .,Harvesting crops is often the job of a seasonal migrant.,,80,plausible,,word_form,ryskin2021//22/Control,1,,,,{}
ryskin2021,,22,SemCrit,ryskin2021//22/SemCrit,,harvesting crops is often the job of a seasonal migraine .,Harvesting crops is often the job of a seasonal migraine.,,81,implausible,,word_form,ryskin2021//22/Control,1,9,,,{}
ryskin2021,,22,Sem,ryskin2021//22/Sem,,harvesting crops is often the job of a seasonal massage .,Harvesting crops is often the job of a seasonal massage.,,82,implausible,,word_form,ryskin2021//22/Control,1,9,,,{}
ryskin2021,,22,Synt,ryskin2021//22/Synt,,harvesting crops is often the job of a seasonal migrants .,Harvesting crops is often the job of a seasonal migrants.,,83,implausible,,word_form,ryskin2021//22/Control,1,9,,,{}
ryskin2021,,24,Control,ryskin2021//24/Control,,the child wore a glittery crown with a pink rhinestone .,The child wore a glittery crown with a pink rhinestone.,,84,plausible,,word_form,ryskin2021//24/Control,1,,,,{}
ryskin2021,,24,SemCrit,ryskin2021//24/SemCrit,,the child wore a glittery crown with a pink rhino .,The child wore a glittery crown with a pink rhino.,,85,implausible,,word_form,ryskin2021//24/Control,1,9,,,{}
ryskin2021,,24,Sem,ryskin2021//24/Sem,,the child wore a glittery crown with a pink captain .,The child wore a glittery crown with a pink captain.,,86,implausible,,word_form,ryskin2021//24/Control,1,9,,,{}
ryskin2021,,24,Synt,ryskin2021//24/Synt,,the child wore a glittery crown with a pink rhinestones .,The child wore a glittery crown with a pink rhinestones.,,87,implausible,,word_form,ryskin2021//24/Control,1,9,,,{}
ryskin2021,,25,Control,ryskin2021//25/Control,,the cause of death must be determined by a coroner .,The cause of death must be determined by a coroner.,,88,plausible,,word_form,ryskin2021//25/Control,1,,,,{}
ryskin2021,,25,SemCrit,ryskin2021//25/SemCrit,,the cause of death must be determined by a corridor .,The cause of death must be determined by a corridor.,,89,implausible,,word_form,ryskin2021//25/Control,1,9,,,{}
ryskin2021,,25,Sem,ryskin2021//25/Sem,,the cause of death must be determined by a dynasty .,The cause of death must be determined by a dynasty.,,90,implausible,,word_form,ryskin2021//25/Control,1,9,,,{}
ryskin2021,,25,Synt,ryskin2021//25/Synt,,the cause of death must be determined by a coroners .,The cause of death must be determined by a coroners.,,91,implausible,,word_form,ryskin2021//25/Control,1,9,,,{}
ryskin2021,,26,Control,ryskin2021//26/Control,,his office is down at the end of this corridor .,His office is down at the end of this corridor.,,92,plausible,,word_form,ryskin2021//26/Control,1,,,,{}
ryskin2021,,26,SemCrit,ryskin2021//26/SemCrit,,his office is down at the end of this coroner .,His office is down at the end of this coroner.,,93,implausible,,word_form,ryskin2021//26/Control,1,9,,,{}
ryskin2021,,26,Sem,ryskin2021//26/Sem,,his office is down at the end of this arsenic .,His office is down at the end of this arsenic.,,94,implausible,,word_form,ryskin2021//26/Control,1,9,,,{}
ryskin2021,,26,Synt,ryskin2021//26/Synt,,his office is down at the end of this corridors .,His office is down at the end of this corridors.,,95,implausible,,word_form,ryskin2021//26/Control,1,9,,,{}
ryskin2021,,27,Control,ryskin2021//27/Control,,statisticians emphasize that causation is not implied by a correlation .,Statisticians emphasize that causation is not implied by a correlation.,,96,plausible,,word_form,ryskin2021//27/Control,1,,,,{}
ryskin2021,,27,SemCrit,ryskin2021//27/SemCrit,,statisticians emphasize that causation is not implied by a coronation .,Statisticians emphasize that causation is not implied by a coronation.,,97,implausible,,word_form,ryskin2021//27/Control,1,9,,,{}
ryskin2021,,27,Sem,ryskin2021//27/Sem,,statisticians emphasize that causation is not implied by a hypotenuse .,Statisticians emphasize that causation is not implied by a hypotenuse.,,98,implausible,,word_form,ryskin2021//27/Control,1,9,,,{}
ryskin2021,,27,Synt,ryskin2021//27/Synt,,statisticians emphasize that causation is not implied by a correlations .,Statisticians emphasize that causation is not implied by a correlations.,,99,implausible,,word_form,ryskin2021//27/Control,1,9,,,{}
ryskin2021,,28,Control,ryskin2021//28/Control,,the king knelt to be crowned at an official coronation .,The king knelt to be crowned at an official coronation.,,100,plausible,,word_form,ryskin2021//28/Control,1,,,,{}
ryskin2021,,28,SemCrit,ryskin2021//28/SemCrit,,the king knelt to be crowned at an official correlation .,The king knelt to be crowned at an official correlation.,,101,implausible,,word_form,ryskin2021//28/Control,1,9,,,{}
ryskin2021,,28,Sem,ryskin2021//28/Sem,,the king knelt to be crowned at an official parasite .,The king knelt to be crowned at an official parasite.,,102,implausible,,word_form,ryskin2021//28/Control,1,9,,,{}
ryskin2021,,28,Synt,ryskin2021//28/Synt,,the king knelt to be crowned at an official coronations .,The king knelt to be crowned at an official coronations.,,103,implausible,,word_form,ryskin2021//28/Control,1,9,,,{}
ryskin2021,,29,Control,ryskin2021//29/Control,,the moth attracted a mate by releasing a potent pheromone .,The moth attracted a mate by releasing a potent pheromone.,,104,plausible,,word_form,ryskin2021//29/Control,1,,,,{}
ryskin2021,,29,SemCrit,ryskin2021//29/SemCrit,,the moth attracted a mate by releasing a potent pharaoh .,The moth attracted a mate by releasing a potent pharaoh.,,105,implausible,,word_form,ryskin2021//29/Control,1,9,,,{}
ryskin2021,,29,Sem,ryskin2021//29/Sem,,the moth attracted a mate by releasing a potent admonition .,The moth attracted a mate by releasing a potent admonition.,,106,implausible,,word_form,ryskin2021//29/Control,1,9,,,{}
ryskin2021,,29,Synt,ryskin2021//29/Synt,,the moth attracted a mate by releasing a potent pheromones .,The moth attracted a mate by releasing a potent pheromones.,,107,implausible,,word_form,ryskin2021//29/Control,1,9,,,{}
ryskin2021,,30,Control,ryskin2021//30/Control,,the archeologists found the mummy of a young egyptian pharaoh .,The archeologists found the mummy of a young egyptian pharaoh.,,108,plausible,,word_form,ryskin2021//30/Control,1,,,,{}
ryskin2021,,30,SemCrit,ryskin2021//30/SemCrit,,the archeologists found the mummy of a young egyptian pheromone .,The archeologists found the mummy of a young egyptian pheromone.,,109,implausible,,word_form,ryskin2021//30/Control,1,9,,,{}
ryskin2021,,30,Sem,ryskin2021//30/Sem,,the archeologists found the mummy of a young egyptian hearth .,The archeologists found the mummy of a young egyptian hearth.,,110,implausible,,word_form,ryskin2021//30/Control,1,9,,,{}
ryskin2021,,30,Synt,ryskin2021//30/Synt,,the archeologists found the mummy of a young egyptian pharoahs .,The archeologists found the mummy of a young egyptian pharoahs.,,111,implausible,,word_form,ryskin2021//30/Control,1,9,,,{}
ryskin2021,,31,Control,ryskin2021//31/Control,,the student went to medical school to become a physician .,The student went to medical school to become a physician.,,112,plausible,,word_form,ryskin2021//31/Control,1,,,,{}
ryskin2021,,31,SemCrit,ryskin2021//31/SemCrit,,the student went to medical school to become a physicist .,The student went to medical school to become a physicist.,,113,implausible,,word_form,ryskin2021//31/Control,1,9,,,{}
ryskin2021,,31,Sem,ryskin2021//31/Sem,,the student went to medical school to become a cardinal .,The student went to medical school to become a cardinal.,,114,implausible,,word_form,ryskin2021//31/Control,1,9,,,{}
ryskin2021,,31,Synt,ryskin2021//31/Synt,,the student went to medical school to become a physicians .,The student went to medical school to become a physicians.,,115,implausible,,word_form,ryskin2021//31/Control,1,9,,,{}
ryskin2021,,32,Control,ryskin2021//32/Control,,a new gravitational theory was proposed by an eminent physicist .,A new gravitational theory was proposed by an eminent physicist.,,116,plausible,,word_form,ryskin2021//32/Control,1,,,,{}
ryskin2021,,32,SemCrit,ryskin2021//32/SemCrit,,a new gravitational theory was proposed by an eminent physician .,A new gravitational theory was proposed by an eminent physician.,,117,implausible,,word_form,ryskin2021//32/Control,1,9,,,{}
ryskin2021,,32,Sem,ryskin2021//32/Sem,,a new gravitational theory was proposed by an eminent campaign .,A new gravitational theory was proposed by an eminent campaign.,,118,implausible,,word_form,ryskin2021//32/Control,1,9,,,{}
ryskin2021,,32,Synt,ryskin2021//32/Synt,,a new gravitational theory was proposed by an eminent physicists .,A new gravitational theory was proposed by an eminent physicists.,,119,implausible,,word_form,ryskin2021//32/Control,1,9,,,{}
ryskin2021,,33,Control,ryskin2021//33/Control,,blinking causes a momentary pupil contraction followed by a dilation .,Blinking causes a momentary pupil contraction followed by a dilation.,,120,plausible,,word_form,ryskin2021//33/Control,1,,,,{}
ryskin2021,,33,SemCrit,ryskin2021//33/SemCrit,,blinking causes a momentary pupil contraction followed by a dilution .,Blinking causes a momentary pupil contraction followed by a dilution.,,121,implausible,,word_form,ryskin2021//33/Control,1,9,,,{}
ryskin2021,,33,Sem,ryskin2021//33/Sem,,blinking causes a momentary pupil contraction followed by a mutiny .,Blinking causes a momentary pupil contraction followed by a mutiny.,,122,implausible,,word_form,ryskin2021//33/Control,1,9,,,{}
ryskin2021,,33,Synt,ryskin2021//33/Synt,,blinking causes a momentary pupil contraction followed by a dilations .,Blinking causes a momentary pupil contraction followed by a dilations.,,123,implausible,,word_form,ryskin2021//33/Control,1,9,,,{}
ryskin2021,,34,Control,ryskin2021//34/Control,,the bleach is too concentrated and requires a 1-in-5 dilution .,The bleach is too concentrated and requires a 1-in-5 dilution.,,124,plausible,,word_form,ryskin2021//34/Control,1,,,,{}
ryskin2021,,34,SemCrit,ryskin2021//34/SemCrit,,the bleach is too concentrated and requires a 1-in-5 dilation .,The bleach is too concentrated and requires a 1-in-5 dilation.,,125,implausible,,word_form,ryskin2021//34/Control,1,9,,,{}
ryskin2021,,34,Sem,ryskin2021//34/Sem,,the bleach is too concentrated and requires a 1-in-5 shudder .,The bleach is too concentrated and requires a 1-in-5 shudder.,,126,implausible,,word_form,ryskin2021//34/Control,1,9,,,{}
ryskin2021,,34,Synt,ryskin2021//34/Synt,,the bleach is too concentrated and requires a 1-in-5 dilutions .,The bleach is too concentrated and requires a 1-in-5 dilutions.,,127,implausible,,word_form,ryskin2021//34/Control,1,9,,,{}
ryskin2021,,36,Control,ryskin2021//36/Control,,the vicious cyclone tragically caused many deaths and much destruction .,The vicious cyclone tragically caused many deaths and much destruction.,,128,plausible,,word_form,ryskin2021//36/Control,1,,,,{}
ryskin2021,,36,SemCrit,ryskin2021//36/SemCrit,,the vicious cyclone tragically caused many deaths and much distraction .,The vicious cyclone tragically caused many deaths and much distraction.,,129,implausible,,word_form,ryskin2021//36/Control,1,9,,,{}
ryskin2021,,36,Sem,ryskin2021//36/Sem,,the vicious cyclone tragically caused many deaths and much aluminum .,The vicious cyclone tragically caused many deaths and much aluminum.,,130,implausible,,word_form,ryskin2021//36/Control,1,9,,,{}
ryskin2021,,36,Synt,ryskin2021//36/Synt,,the vicious cyclone tragically caused many deaths and much destructions .,The vicious cyclone tragically caused many deaths and much destructions.,,131,implausible,,word_form,ryskin2021//36/Control,1,9,,,{}
ryskin2021,,38,Control,ryskin2021//38/Control,,one window on the dilapidated house was missing a shutter .,One window on the dilapidated house was missing a shutter.,,132,plausible,,word_form,ryskin2021//38/Control,1,,,,{}
