dataset,stim_uid,intended_uid,intended_text,edit_type,edit_ops,edit_from,edit_to,edit_obs_idx,n_repairs_for_stim
huang2024,huang2024//17/NPS_AMB,huang2024//17/NPS_UAMB,The yoga instructor demonstrated that the position demanded immense physical effort from everyone.,ins,ins,,that,,1
huang2024,huang2024//17/NPZ_AMB,huang2024//17/NPZ_UAMB,"Before the yoga instructor left, the position demanded immense physical effort from everyone.",sub,sub,left,"left,",4,1
huang2024,huang2024//17/MVRR_AMB,huang2024//17/MVRR_UAMB,The yoga instructor who was offered the position demanded immense physical effort from everyone.,ins,ins,,who was,,1
huang2024,huang2024//18/NPS_AMB,huang2024//18/NPS_UAMB,The governor noticed that the contract received sweeping support across the entire state.,ins,ins,,that,,1
huang2024,huang2024//18/NPZ_AMB,huang2024//18/NPZ_UAMB,"While the governor read, the contract received sweeping support from the audience at the rally.",sub,sub,read,"read,",3,1
huang2024,huang2024//18/MVRR_AMB,huang2024//18/MVRR_UAMB,The governor who was awarded the contract received sweeping support across the entire state.,ins,ins,,who was,,1
huang2024,huang2024//19/NPS_AMB,huang2024//19/NPS_UAMB,The patient reported that the treatment continued causing uncomfortable side effects like nausea.,ins,ins,,that,,1
huang2024,huang2024//19/NPZ_AMB,huang2024//19/NPZ_UAMB,"Before the patient called, the treatment continued causing uncomfortable side effects like nausea.",sub,sub,called,"called,",3,1
huang2024,huang2024//19/MVRR_AMB,huang2024//19/MVRR_UAMB,The patient who was refused the treatment continued causing uncomfortable scenes in the ER.,ins,ins,,who was,,1
huang2024,huang2024//20/NPS_AMB,huang2024//20/NPS_UAMB,The operator observed that the machine started working efficiently all of a sudden.,ins,ins,,that,,1
huang2024,huang2024//20/NPZ_AMB,huang2024//20/NPZ_UAMB,"Once the operator stopped, the machine started working efficiently without any supervision.",sub,sub,stopped,"stopped,",3,1
huang2024,huang2024//20/MVRR_AMB,huang2024//20/MVRR_UAMB,The operator who was brought the machine started working efficiently with the added automation.,ins,ins,,who was,,1
huang2024,huang2024//21/NPS_AMB,huang2024//21/NPS_UAMB,The dancer knew that the ballet achieved incredible success for a small local production.,ins,ins,,that,,1
huang2024,huang2024//21/NPZ_AMB,huang2024//21/NPZ_UAMB,"Once the dancer began, the ballet achieved incredible success for a show with a new performer.",sub,sub,began,"began,",3,1
huang2024,huang2024//21/MVRR_AMB,huang2024//21/MVRR_UAMB,The dancer who was assigned the ballet achieved incredible success for a new performer.,ins,ins,,who was,,1
huang2024,huang2024//22/NPS_AMB,huang2024//22/NPS_UAMB,The contestant revealed that the money became unavailable to him when the show's budget shrank.,ins,ins,,that,,1
huang2024,huang2024//22/NPZ_AMB,huang2024//22/NPZ_UAMB,"After the contestant lost, the money became unavailable despite his previous three wins in a row.",sub,sub,lost,"lost,",3,1
huang2024,huang2024//22/MVRR_AMB,huang2024//22/MVRR_UAMB,The contestant who was paid the money became unavailable and suddenly terminated his contract.,ins,ins,,who was,,1
huang2024,huang2024//23/NPS_AMB,huang2024//23/NPS_UAMB,The new chef claimed that the restaurant separated mediocre cooks from gifted ones.,ins,ins,,that,,1
huang2024,huang2024//23/NPZ_AMB,huang2024//23/NPZ_UAMB,"Once the new chef started, the restaurant separated mediocre cooks from gifted ones.",sub,sub,started,"started,",4,1
huang2024,huang2024//23/MVRR_AMB,huang2024//23/MVRR_UAMB,The new chef who was offered the restaurant separated mediocre cooks from gifted ones.,ins,ins,,who was,,1
huang2024,huang2024//24/NPS_AMB,huang2024//24/NPS_UAMB,The apprentice baker discovered that the oven produced smaller cakes because it heated too fast.,ins,ins,,that,,1
huang2024,huang2024//24/NPZ_AMB,huang2024//24/NPZ_UAMB,"When the apprentice baker worked, the oven produced smaller cakes because he lacked experience.",sub,sub,worked,"worked,",4,1
huang2024,huang2024//24/MVRR_AMB,huang2024//24/MVRR_UAMB,The apprentice baker who was assigned the oven produced smaller cakes because he lacked experience.,ins,ins,,who was,,1
huang2024,huang2024//1/NPS_UAMB,huang2024//1/NPS_UAMB,The suspect showed that the file deserved further investigation during the murder trial.,none,,,,,1
huang2024,huang2024//1/NPZ_UAMB,huang2024//1/NPZ_UAMB,"Because the suspect changed, the file deserved further investigation during the jury discussions.",none,,,,,1
huang2024,huang2024//1/MVRR_UAMB,huang2024//1/MVRR_UAMB,The suspect who was sent the file deserved further investigation given the new evidence.,none,,,,,1
huang2024,huang2024//2/NPS_UAMB,huang2024//2/NPS_UAMB,The corrupt politician mentioned that the bill received unwelcome attention from southern voters.,none,,,,,1
huang2024,huang2024//2/NPZ_UAMB,huang2024//2/NPZ_UAMB,"After the corrupt politician signed, the bill received unwelcome attention from southern voters.",none,,,,,1
huang2024,huang2024//2/MVRR_UAMB,huang2024//2/MVRR_UAMB,The corrupt politician who was handed the bill received unwelcome attention from southern voters.,none,,,,,1
huang2024,huang2024//3/NPS_UAMB,huang2024//3/NPS_UAMB,The woman maintained that the mail disappeared mysteriously from her front porch.,none,,,,,1
huang2024,huang2024//3/NPZ_UAMB,huang2024//3/NPZ_UAMB,"After the woman moved, the mail disappeared mysteriously from the delivery system.",none,,,,,1
huang2024,huang2024//3/MVRR_UAMB,huang2024//3/MVRR_UAMB,The woman who was brought the mail disappeared mysteriously after reading the bad news in it.,none,,,,,1
huang2024,huang2024//4/NPS_UAMB,huang2024//4/NPS_UAMB,The boy found that the chicken stayed surprisingly happy in the new barn.,none,,,,,1
huang2024,huang2024//4/NPZ_UAMB,huang2024//4/NPZ_UAMB,"Although the boy attacked, the chicken stayed surprisingly happy as if nothing happened.",none,,,,,1
huang2024,huang2024//4/MVRR_UAMB,huang2024//4/MVRR_UAMB,The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,none,,,,,1
huang2024,huang2024//5/NPS_UAMB,huang2024//5/NPS_UAMB,The new doctor demonstrated that the operation appeared increasingly likely to succeed.,none,,,,,1
huang2024,huang2024//5/NPZ_UAMB,huang2024//5/NPZ_UAMB,"After the new doctor left, the operation appeared increasingly likely to succeed.",none,,,,,1
huang2024,huang2024//5/MVRR_UAMB,huang2024//5/MVRR_UAMB,The new doctor who was offered the operation appeared increasingly likely to succeed in her career.,none,,,,,1
huang2024,huang2024//6/NPS_UAMB,huang2024//6/NPS_UAMB,The professor noticed that the grant gained more attention from marine biologists.,none,,,,,1
huang2024,huang2024//6/NPZ_UAMB,huang2024//6/NPZ_UAMB,"After the professor read, the grant gained more attention due to her excellent description.",none,,,,,1
huang2024,huang2024//6/MVRR_UAMB,huang2024//6/MVRR_UAMB,The professor who was awarded the grant gained more attention from marine biologists.,none,,,,,1
huang2024,huang2024//7/NPS_UAMB,huang2024//7/NPS_UAMB,The technician reported that the service stopped working almost immediately after the storm started.,none,,,,,1
huang2024,huang2024//7/NPZ_UAMB,huang2024//7/NPZ_UAMB,"After the technician called, the service stopped working almost immediately to his surprise.",none,,,,,1
huang2024,huang2024//7/MVRR_UAMB,huang2024//7/MVRR_UAMB,The technician who was refused the service stopped working almost immediately after the argument.,none,,,,,1
huang2024,huang2024//8/NPS_UAMB,huang2024//8/NPS_UAMB,The mechanic observed that the truck needed several more hours to be repaired.,none,,,,,1
huang2024,huang2024//8/NPZ_UAMB,huang2024//8/NPZ_UAMB,"Because the mechanic stopped, the truck needed several more hours before it could be fully repaired.",none,,,,,1
huang2024,huang2024//8/MVRR_UAMB,huang2024//8/MVRR_UAMB,The mechanic who was brought the truck needed several more hours to fully repair it.,none,,,,,1
huang2024,huang2024//9/NPS_UAMB,huang2024//9/NPS_UAMB,The guitarist knew that the song failed dramatically because of the tensions within the band.,none,,,,,1
huang2024,huang2024//9/NPZ_UAMB,huang2024//9/NPZ_UAMB,"After the guitarist began, the song failed dramatically because he skipped the sound check.",none,,,,,1
huang2024,huang2024//9/MVRR_UAMB,huang2024//9/MVRR_UAMB,The guitarist who was assigned the song failed dramatically because he never practiced enough.,none,,,,,1
huang2024,huang2024//10/NPS_UAMB,huang2024//10/NPS_UAMB,The player revealed that the bonus remained essentially the same as in the original contract.,none,,,,,1
huang2024,huang2024//10/NPZ_UAMB,huang2024//10/NPZ_UAMB,"Although the player lost, the bonus remained essentially the same as in the original contract.",none,,,,,1
huang2024,huang2024//10/MVRR_UAMB,huang2024//10/MVRR_UAMB,The player who was paid the bonus remained essentially the same despite his sudden fame and wealth.,none,,,,,1
huang2024,huang2024//11/NPS_UAMB,huang2024//11/NPS_UAMB,The recent hire claimed that the job prepared many students for careers in media.,none,,,,,1
huang2024,huang2024//11/NPZ_UAMB,huang2024//11/NPZ_UAMB,"Once the recent hire started, the job prepared many students for careers in media.",none,,,,,1
huang2024,huang2024//11/MVRR_UAMB,huang2024//11/MVRR_UAMB,The recent hire who was offered the job prepared many students for careers in media.,none,,,,,1
huang2024,huang2024//12/NPS_UAMB,huang2024//12/NPS_UAMB,The assistant manager discovered that the training seemed unnecessarily demanding for new staff.,none,,,,,1
huang2024,huang2024//12/NPZ_UAMB,huang2024//12/NPZ_UAMB,"While the assistant manager worked, the training seemed unnecessarily demanding to him.",none,,,,,1
huang2024,huang2024//12/MVRR_UAMB,huang2024//12/MVRR_UAMB,The assistant manager who was assigned the training seemed unnecessarily demanding to new staff.,none,,,,,1
huang2024,huang2024//13/NPS_UAMB,huang2024//13/NPS_UAMB,The mayor showed that the document provided sufficient evidence to prove her innocence.,none,,,,,1
huang2024,huang2024//13/NPZ_UAMB,huang2024//13/NPZ_UAMB,"Although the mayor changed, the document provided sufficient evidence for what he had promised.",none,,,,,1
huang2024,huang2024//13/MVRR_UAMB,huang2024//13/MVRR_UAMB,The mayor who was sent the document provided sufficient evidence that it was simply blackmail.,none,,,,,1
huang2024,huang2024//14/NPS_UAMB,huang2024//14/NPS_UAMB,The basketball player mentioned that the contract created another controversy in the NBA.,none,,,,,1
huang2024,huang2024//14/NPZ_UAMB,huang2024//14/NPZ_UAMB,"After the basketball player signed, the contract created another political controversy in the NBA.",none,,,,,1
huang2024,huang2024//14/MVRR_UAMB,huang2024//14/MVRR_UAMB,The basketball player who was handed the contract created another controversy in the NBA.,none,,,,,1
huang2024,huang2024//15/NPS_UAMB,huang2024//15/NPS_UAMB,The engineer maintained that the equipment required constant supervision from senior technicians.,none,,,,,1
huang2024,huang2024//15/NPZ_UAMB,huang2024//15/NPZ_UAMB,"After the engineer moved, the equipment required constant supervision from senior technicians.",none,,,,,1
huang2024,huang2024//15/MVRR_UAMB,huang2024//15/MVRR_UAMB,The engineer who was brought the equipment required constant supervision from senior technicians.,none,,,,,1
huang2024,huang2024//16/NPS_UAMB,huang2024//16/NPS_UAMB,The little girl found that the lamb remained relatively calm despite the absence of its mother.,none,,,,,1
huang2024,huang2024//16/NPZ_UAMB,huang2024//16/NPZ_UAMB,"When the little girl attacked, the lamb remained relatively calm despite the sudden assault.",none,,,,,1
huang2024,huang2024//16/MVRR_UAMB,huang2024//16/MVRR_UAMB,The little girl who was fed the lamb remained relatively calm despite having asked for beef.,none,,,,,1
huang2024,huang2024//17/NPS_UAMB,huang2024//17/NPS_UAMB,The yoga instructor demonstrated that the position demanded immense physical effort from everyone.,none,,,,,1
huang2024,huang2024//17/NPZ_UAMB,huang2024//17/NPZ_UAMB,"Before the yoga instructor left, the position demanded immense physical effort from everyone.",none,,,,,1
huang2024,huang2024//17/MVRR_UAMB,huang2024//17/MVRR_UAMB,The yoga instructor who was offered the position demanded immense physical effort from everyone.,none,,,,,1
huang2024,huang2024//18/NPS_UAMB,huang2024//18/NPS_UAMB,The governor noticed that the contract received sweeping support across the entire state.,none,,,,,1
huang2024,huang2024//18/NPZ_UAMB,huang2024//18/NPZ_UAMB,"While the governor read, the contract received sweeping support from the audience at the rally.",none,,,,,1
huang2024,huang2024//18/MVRR_UAMB,huang2024//18/MVRR_UAMB,The governor who was awarded the contract received sweeping support across the entire state.,none,,,,,1
huang2024,huang2024//19/NPS_UAMB,huang2024//19/NPS_UAMB,The patient reported that the treatment continued causing uncomfortable side effects like nausea.,none,,,,,1
huang2024,huang2024//19/NPZ_UAMB,huang2024//19/NPZ_UAMB,"Before the patient called, the treatment continued causing uncomfortable side effects like nausea.",none,,,,,1
huang2024,huang2024//19/MVRR_UAMB,huang2024//19/MVRR_UAMB,The patient who was refused the treatment continued causing uncomfortable scenes in the ER.,none,,,,,1
huang2024,huang2024//20/NPS_UAMB,huang2024//20/NPS_UAMB,The operator observed that the machine started working efficiently all of a sudden.,none,,,,,1
huang2024,huang2024//20/NPZ_UAMB,huang2024//20/NPZ_UAMB,"Once the operator stopped, the machine started working efficiently without any supervision.",none,,,,,1
huang2024,huang2024//20/MVRR_UAMB,huang2024//20/MVRR_UAMB,The operator who was brought the machine started working efficiently with the added automation.,none,,,,,1
huang2024,huang2024//21/NPS_UAMB,huang2024//21/NPS_UAMB,The dancer knew that the ballet achieved incredible success for a small local production.,none,,,,,1
huang2024,huang2024//21/NPZ_UAMB,huang2024//21/NPZ_UAMB,"Once the dancer began, the ballet achieved incredible success for a show with a new performer.",none,,,,,1
huang2024,huang2024//21/MVRR_UAMB,huang2024//21/MVRR_UAMB,The dancer who was assigned the ballet achieved incredible success for a new performer.,none,,,,,1
huang2024,huang2024//22/NPS_UAMB,huang2024//22/NPS_UAMB,The contestant revealed that the money became unavailable to him when the show's budget shrank.,none,,,,,1
huang2024,huang2024//22/NPZ_UAMB,huang2024//22/NPZ_UAMB,"After the contestant lost, the money became unavailable despite his previous three wins in a row.",none,,,,,1
huang2024,huang2024//22/MVRR_UAMB,huang2024//22/MVRR_UAMB,The contestant who was paid the money became unavailable and suddenly terminated his contract.,none,,,,,1
huang2024,huang2024//23/NPS_UAMB,huang2024//23/NPS_UAMB,The new chef claimed that the restaurant separated mediocre cooks from gifted ones.,none,,,,,1
huang2024,huang2024//23/NPZ_UAMB,huang2024//23/NPZ_UAMB,"Once the new chef started, the restaurant separated mediocre cooks from gifted ones.",none,,,,,1
huang2024,huang2024//23/MVRR_UAMB,huang2024//23/MVRR_UAMB,The new chef who was offered the restaurant separated mediocre cooks from gifted ones.,none,,,,,1
huang2024,huang2024//24/NPS_UAMB,huang2024//24/NPS_UAMB,The apprentice baker discovered that the oven produced smaller cakes because it heated too fast.,none,,,,,1
huang2024,huang2024//24/NPZ_UAMB,huang2024//24/NPZ_UAMB,"When the apprentice baker worked, the oven produced smaller cakes because he lacked experience.",none,,,,,1
huang2024,huang2024//24/MVRR_UAMB,huang2024//24/MVRR_UAMB,The apprentice baker who was assigned the oven produced smaller cakes because he lacked experience.,none,,,,,1
