dataset,subset,item_id,condition,stim_uid,sentence_orig,sentence_norm,model_input,context,sentence_id,plausibility,is_grammatical,contrast,intended_uid,intended_text,edit_type,edit_ops,edit_from,edit_to,critical_word_idx,comprehension_q,correct_answer,meta
chen2023,dopo_to,3,PO_plausible.none,chen2023/dopo_to/3/PO_plausible.none,The uncle sold the truck to the father.,the uncle sold the truck to the father .,The uncle sold the truck to the father.,,10,plausible,,dative,chen2023/dopo_to/3/PO_plausible.none,The uncle sold the truck to the father.,none,,,,,Did the father receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/3/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,3,PO_implausible.none,chen2023/dopo_to/3/PO_implausible.none,The uncle sold the father to the truck.,the uncle sold the father to the truck .,The uncle sold the father to the truck.,,11,implausible,,dative,chen2023/dopo_to/3/DO_plausible.none,The uncle sold the father the truck.,del,del,to,,5,Did the father receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/3/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,4,DO_plausible.none,chen2023/dopo_to/4/DO_plausible.none,The contractor lent the homeowner the saw.,the contractor lent the homeowner the saw .,The contractor lent the homeowner the saw.,,12,plausible,,dative,chen2023/dopo_to/4/DO_plausible.none,The contractor lent the homeowner the saw.,none,,,,,Did the homeowner receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/4/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,4,DO_implausible.none,chen2023/dopo_to/4/DO_implausible.none,The contractor lent the saw the homeowner.,the contractor lent the saw the homeowner .,The contractor lent the saw the homeowner.,,13,implausible,,dative,chen2023/dopo_to/4/PO_plausible.none,The contractor lent the saw to the homeowner.,ins,ins,,to,,Did the homeowner receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/4/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,4,PO_plausible.none,chen2023/dopo_to/4/PO_plausible.none,The contractor lent the saw to the homeowner.,the contractor lent the saw to the homeowner .,The contractor lent the saw to the homeowner.,,14,plausible,,dative,chen2023/dopo_to/4/PO_plausible.none,The contractor lent the saw to the homeowner.,none,,,,,Did the homeowner receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/4/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,4,PO_implausible.none,chen2023/dopo_to/4/PO_implausible.none,The contractor lent the homeowner to the saw.,the contractor lent the homeowner to the saw .,The contractor lent the homeowner to the saw.,,15,implausible,,dative,chen2023/dopo_to/4/DO_plausible.none,The contractor lent the homeowner the saw.,del,del,to,,5,Did the homeowner receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/4/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,5,DO_plausible.none,chen2023/dopo_to/5/DO_plausible.none,The sailing club leased the man the boat.,the sailing club leased the man the boat .,The sailing club leased the man the boat.,,16,plausible,,dative,chen2023/dopo_to/5/DO_plausible.none,The sailing club leased the man the boat.,none,,,,,Did the man receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/5/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,5,DO_implausible.none,chen2023/dopo_to/5/DO_implausible.none,The sailing club leased the boat the man.,the sailing club leased the boat the man .,The sailing club leased the boat the man.,,17,implausible,,dative,chen2023/dopo_to/5/PO_plausible.none,The sailing club leased the boat to the man.,ins,ins,,to,,Did the man receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/5/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,5,PO_plausible.none,chen2023/dopo_to/5/PO_plausible.none,The sailing club leased the boat to the man.,the sailing club leased the boat to the man .,The sailing club leased the boat to the man.,,18,plausible,,dative,chen2023/dopo_to/5/PO_plausible.none,The sailing club leased the boat to the man.,none,,,,,Did the man receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/5/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,5,PO_implausible.none,chen2023/dopo_to/5/PO_implausible.none,The sailing club leased the man to the boat.,the sailing club leased the man to the boat .,The sailing club leased the man to the boat.,,19,implausible,,dative,chen2023/dopo_to/5/DO_plausible.none,The sailing club leased the man the boat.,del,del,to,,6,Did the man receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/5/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,6,DO_plausible.none,chen2023/dopo_to/6/DO_plausible.none,The girl tossed the boy the apple.,the girl tossed the boy the apple .,The girl tossed the boy the apple.,,20,plausible,,dative,chen2023/dopo_to/6/DO_plausible.none,The girl tossed the boy the apple.,none,,,,,Did the apple receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/6/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,6,DO_implausible.none,chen2023/dopo_to/6/DO_implausible.none,The girl tossed the apple the boy.,the girl tossed the apple the boy .,The girl tossed the apple the boy.,,21,implausible,,dative,chen2023/dopo_to/6/PO_plausible.none,The girl tossed the apple to the boy.,ins,ins,,to,,Did the apple receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/6/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,6,PO_plausible.none,chen2023/dopo_to/6/PO_plausible.none,The girl tossed the apple to the boy.,the girl tossed the apple to the boy .,The girl tossed the apple to the boy.,,22,plausible,,dative,chen2023/dopo_to/6/PO_plausible.none,The girl tossed the apple to the boy.,none,,,,,Did the apple receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/6/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,6,PO_implausible.none,chen2023/dopo_to/6/PO_implausible.none,The girl tossed the boy to the apple.,the girl tossed the boy to the apple .,The girl tossed the boy to the apple.,,23,implausible,,dative,chen2023/dopo_to/6/DO_plausible.none,The girl tossed the boy the apple.,del,del,to,,5,Did the apple receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/6/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,7,DO_plausible.none,chen2023/dopo_to/7/DO_plausible.none,The daughter passed the mother the bowl.,the daughter passed the mother the bowl .,The daughter passed the mother the bowl.,,24,plausible,,dative,chen2023/dopo_to/7/DO_plausible.none,The daughter passed the mother the bowl.,none,,,,,Did the bowl receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/7/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,7,DO_implausible.none,chen2023/dopo_to/7/DO_implausible.none,The daughter passed the bowl the mother.,the daughter passed the bowl the mother .,The daughter passed the bowl the mother.,,25,implausible,,dative,chen2023/dopo_to/7/PO_plausible.none,The daughter passed the bowl to the mother.,ins,ins,,to,,Did the bowl receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/7/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,7,PO_plausible.none,chen2023/dopo_to/7/PO_plausible.none,The daughter passed the bowl to the mother.,the daughter passed the bowl to the mother .,The daughter passed the bowl to the mother.,,26,plausible,,dative,chen2023/dopo_to/7/PO_plausible.none,The daughter passed the bowl to the mother.,none,,,,,Did the bowl receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/7/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,7,PO_implausible.none,chen2023/dopo_to/7/PO_implausible.none,The daughter passed the mother to the bowl.,the daughter passed the mother to the bowl .,The daughter passed the mother to the bowl.,,27,implausible,,dative,chen2023/dopo_to/7/DO_plausible.none,The daughter passed the mother the bowl.,del,del,to,,5,Did the bowl receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/7/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,8,DO_plausible.none,chen2023/dopo_to/8/DO_plausible.none,The scuba instructor rented the tourist the equipment.,the scuba instructor rented the tourist the equipment .,The scuba instructor rented the tourist the equipment.,,28,plausible,,dative,chen2023/dopo_to/8/DO_plausible.none,The scuba instructor rented the tourist the equipment.,none,,,,,Did the equipment receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/8/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,8,DO_implausible.none,chen2023/dopo_to/8/DO_implausible.none,The scuba instructor rented the equipment the tourist.,the scuba instructor rented the equipment the tourist .,The scuba instructor rented the equipment the tourist.,,29,implausible,,dative,chen2023/dopo_to/8/PO_plausible.none,The scuba instructor rented the equipment to the tourist.,ins,ins,,to,,Did the equipment receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/8/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,8,PO_plausible.none,chen2023/dopo_to/8/PO_plausible.none,The scuba instructor rented the equipment to the tourist.,the scuba instructor rented the equipment to the tourist .,The scuba instructor rented the equipment to the tourist.,,30,plausible,,dative,chen2023/dopo_to/8/PO_plausible.none,The scuba instructor rented the equipment to the tourist.,none,,,,,Did the equipment receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/8/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,8,PO_implausible.none,chen2023/dopo_to/8/PO_implausible.none,The scuba instructor rented the tourist to the equipment.,the scuba instructor rented the tourist to the equipment .,The scuba instructor rented the tourist to the equipment.,,31,implausible,,dative,chen2023/dopo_to/8/DO_plausible.none,The scuba instructor rented the tourist the equipment.,del,del,to,,6,Did the equipment receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/8/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,9,DO_plausible.none,chen2023/dopo_to/9/DO_plausible.none,The boy handed the girl the pencil.,the boy handed the girl the pencil .,The boy handed the girl the pencil.,,32,plausible,,dative,chen2023/dopo_to/9/DO_plausible.none,The boy handed the girl the pencil.,none,,,,,Did the pencil receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/9/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,9,DO_implausible.none,chen2023/dopo_to/9/DO_implausible.none,The boy handed the pencil the girl.,the boy handed the pencil the girl .,The boy handed the pencil the girl.,,33,implausible,,dative,chen2023/dopo_to/9/PO_plausible.none,The boy handed the pencil to the girl.,ins,ins,,to,,Did the pencil receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/9/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,9,PO_plausible.none,chen2023/dopo_to/9/PO_plausible.none,The boy handed the pencil to the girl.,the boy handed the pencil to the girl .,The boy handed the pencil to the girl.,,34,plausible,,dative,chen2023/dopo_to/9/PO_plausible.none,The boy handed the pencil to the girl.,none,,,,,Did the pencil receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/9/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,9,PO_implausible.none,chen2023/dopo_to/9/PO_implausible.none,The boy handed the girl to the pencil.,the boy handed the girl to the pencil .,The boy handed the girl to the pencil.,,35,implausible,,dative,chen2023/dopo_to/9/DO_plausible.none,The boy handed the girl the pencil.,del,del,to,,5,Did the pencil receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/9/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,10,DO_plausible.none,chen2023/dopo_to/10/DO_plausible.none,The nanny threw the child the toy.,the nanny threw the child the toy .,The nanny threw the child the toy.,,36,plausible,,dative,chen2023/dopo_to/10/DO_plausible.none,The nanny threw the child the toy.,none,,,,,Did the toy receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/10/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,10,DO_implausible.none,chen2023/dopo_to/10/DO_implausible.none,The nanny threw the toy the child.,the nanny threw the toy the child .,The nanny threw the toy the child.,,37,implausible,,dative,chen2023/dopo_to/10/PO_plausible.none,The nanny threw the toy to the child.,ins,ins,,to,,Did the toy receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/10/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,10,PO_plausible.none,chen2023/dopo_to/10/PO_plausible.none,The nanny threw the toy to the child.,the nanny threw the toy to the child .,The nanny threw the toy to the child.,,38,plausible,,dative,chen2023/dopo_to/10/PO_plausible.none,The nanny threw the toy to the child.,none,,,,,Did the toy receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/10/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,10,PO_implausible.none,chen2023/dopo_to/10/PO_implausible.none,The nanny threw the child to the toy.,the nanny threw the child to the toy .,The nanny threw the child to the toy.,,39,implausible,,dative,chen2023/dopo_to/10/DO_plausible.none,The nanny threw the child the toy.,del,del,to,,5,Did the toy receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/10/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,11,DO_plausible.none,chen2023/dopo_to/11/DO_plausible.none,The nephew mailed the aunt the postcard.,the nephew mailed the aunt the postcard .,The nephew mailed the aunt the postcard.,,40,plausible,,dative,chen2023/dopo_to/11/DO_plausible.none,The nephew mailed the aunt the postcard.,none,,,,,Did the postcard receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/11/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,11,DO_implausible.none,chen2023/dopo_to/11/DO_implausible.none,The nephew mailed the postcard the aunt.,the nephew mailed the postcard the aunt .,The nephew mailed the postcard the aunt.,,41,implausible,,dative,chen2023/dopo_to/11/PO_plausible.none,The nephew mailed the postcard to the aunt.,ins,ins,,to,,Did the postcard receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/11/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,11,PO_plausible.none,chen2023/dopo_to/11/PO_plausible.none,The nephew mailed the postcard to the aunt.,the nephew mailed the postcard to the aunt .,The nephew mailed the postcard to the aunt.,,42,plausible,,dative,chen2023/dopo_to/11/PO_plausible.none,The nephew mailed the postcard to the aunt.,none,,,,,Did the postcard receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/11/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,11,PO_implausible.none,chen2023/dopo_to/11/PO_implausible.none,The nephew mailed the aunt to the postcard.,the nephew mailed the aunt to the postcard .,The nephew mailed the aunt to the postcard.,,43,implausible,,dative,chen2023/dopo_to/11/DO_plausible.none,The nephew mailed the aunt the postcard.,del,del,to,,5,Did the postcard receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/11/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,12,DO_plausible.none,chen2023/dopo_to/12/DO_plausible.none,The father gave the son the car.,the father gave the son the car .,The father gave the son the car.,,44,plausible,,dative,chen2023/dopo_to/12/DO_plausible.none,The father gave the son the car.,none,,,,,Did the car receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/12/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,12,DO_implausible.none,chen2023/dopo_to/12/DO_implausible.none,The father gave the car the son.,the father gave the car the son .,The father gave the car the son.,,45,implausible,,dative,chen2023/dopo_to/12/PO_plausible.none,The father gave the car to the son.,ins,ins,,to,,Did the car receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/12/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,12,PO_plausible.none,chen2023/dopo_to/12/PO_plausible.none,The father gave the car to the son.,the father gave the car to the son .,The father gave the car to the son.,,46,plausible,,dative,chen2023/dopo_to/12/PO_plausible.none,The father gave the car to the son.,none,,,,,Did the car receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/12/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,12,PO_implausible.none,chen2023/dopo_to/12/PO_implausible.none,The father gave the son to the car.,the father gave the son to the car .,The father gave the son to the car.,,47,implausible,,dative,chen2023/dopo_to/12/DO_plausible.none,The father gave the son the car.,del,del,to,,5,Did the car receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/12/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,13,DO_plausible.none,chen2023/dopo_to/13/DO_plausible.none,The shop sold the student the bike.,the shop sold the student the bike .,The shop sold the student the bike.,,48,plausible,,dative,chen2023/dopo_to/13/DO_plausible.none,The shop sold the student the bike.,none,,,,,Did the bike receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/13/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,13,DO_implausible.none,chen2023/dopo_to/13/DO_implausible.none,The shop sold the bike the student.,the shop sold the bike the student .,The shop sold the bike the student.,,49,implausible,,dative,chen2023/dopo_to/13/PO_plausible.none,The shop sold the bike to the student.,ins,ins,,to,,Did the bike receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/13/DO_plausible.none"", ""structure"": ""DO""}"
chen2023,dopo_to,13,PO_plausible.none,chen2023/dopo_to/13/PO_plausible.none,The shop sold the bike to the student.,the shop sold the bike to the student .,The shop sold the bike to the student.,,50,plausible,,dative,chen2023/dopo_to/13/PO_plausible.none,The shop sold the bike to the student.,none,,,,,Did the bike receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/13/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,13,PO_implausible.none,chen2023/dopo_to/13/PO_implausible.none,The shop sold the student to the bike.,the shop sold the student to the bike .,The shop sold the student to the bike.,,51,implausible,,dative,chen2023/dopo_to/13/DO_plausible.none,The shop sold the student the bike.,del,del,to,,5,Did the bike receive something/someone?,Yes,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""PO_implausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/13/PO_plausible.none"", ""structure"": ""PO""}"
chen2023,dopo_to,14,DO_plausible.none,chen2023/dopo_to/14/DO_plausible.none,The janitor lent the teacher the mop.,the janitor lent the teacher the mop .,The janitor lent the teacher the mop.,,52,plausible,,dative,chen2023/dopo_to/14/DO_plausible.none,The janitor lent the teacher the mop.,none,,,,,Did the mop receive something/someone?,No,"{""context_type"": ""none"", ""group"": ""dopo"", ""linger_cond"": ""DO_plausible"", ""same_structure_plausible_uid"": ""chen2023/dopo_to/14/DO_plausible.none"", ""structure"": ""DO""}"
