dataset,subset,item_id,condition,stim_uid,sentence_orig,sentence_norm,model_input,context,sentence_id,plausibility,is_grammatical,contrast,intended_uids,n_intended,critical_word_idx,comprehension_q,correct_answer,meta
huang2024,,4,NPZ_AMB,huang2024//4/NPZ_AMB,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,although the boy attacked the chicken stayed surprisingly happy as if nothing happened .,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,,10,,,disambiguator,huang2024//4/NPZ_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""stayed""}"
huang2024,,4,MVRR_AMB,huang2024//4/MVRR_AMB,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,the boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction .,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,,11,,,disambiguator,huang2024//4/MVRR_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""stayed""}"
huang2024,,5,NPS_AMB,huang2024//5/NPS_AMB,The new doctor demonstrated the operation appeared increasingly likely to succeed.,the new doctor demonstrated the operation appeared increasingly likely to succeed .,The new doctor demonstrated the operation appeared increasingly likely to succeed.,,12,,,disambiguator,huang2024//5/NPS_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""appeared""}"
huang2024,,5,NPZ_AMB,huang2024//5/NPZ_AMB,After the new doctor left the operation appeared increasingly likely to succeed.,after the new doctor left the operation appeared increasingly likely to succeed .,After the new doctor left the operation appeared increasingly likely to succeed.,,13,,,disambiguator,huang2024//5/NPZ_UAMB,1,7,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""8"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""appeared""}"
huang2024,,5,MVRR_AMB,huang2024//5/MVRR_AMB,The new doctor offered the operation appeared increasingly likely to succeed in her career.,the new doctor offered the operation appeared increasingly likely to succeed in her career .,The new doctor offered the operation appeared increasingly likely to succeed in her career.,,14,,,disambiguator,huang2024//5/MVRR_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""9"", ""disamb_word"": ""appeared""}"
huang2024,,6,NPS_AMB,huang2024//6/NPS_AMB,The professor noticed the grant gained more attention from marine biologists.,the professor noticed the grant gained more attention from marine biologists .,The professor noticed the grant gained more attention from marine biologists.,,15,,,disambiguator,huang2024//6/NPS_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""gained""}"
huang2024,,6,NPZ_AMB,huang2024//6/NPZ_AMB,After the professor read the grant gained more attention due to her excellent description.,after the professor read the grant gained more attention due to her excellent description .,After the professor read the grant gained more attention due to her excellent description.,,16,,,disambiguator,huang2024//6/NPZ_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""gained""}"
huang2024,,6,MVRR_AMB,huang2024//6/MVRR_AMB,The professor awarded the grant gained more attention from marine biologists.,the professor awarded the grant gained more attention from marine biologists .,The professor awarded the grant gained more attention from marine biologists.,,17,,,disambiguator,huang2024//6/MVRR_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""gained""}"
huang2024,,7,NPS_AMB,huang2024//7/NPS_AMB,The technician reported the service stopped working almost immediately after the storm started.,the technician reported the service stopped working almost immediately after the storm started .,The technician reported the service stopped working almost immediately after the storm started.,,18,,,disambiguator,huang2024//7/NPS_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""stopped""}"
huang2024,,7,NPZ_AMB,huang2024//7/NPZ_AMB,After the technician called the service stopped working almost immediately to his surprise.,after the technician called the service stopped working almost immediately to his surprise .,After the technician called the service stopped working almost immediately to his surprise.,,19,,,disambiguator,huang2024//7/NPZ_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""stopped""}"
huang2024,,7,MVRR_AMB,huang2024//7/MVRR_AMB,The technician refused the service stopped working almost immediately after the argument.,the technician refused the service stopped working almost immediately after the argument .,The technician refused the service stopped working almost immediately after the argument.,,20,,,disambiguator,huang2024//7/MVRR_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""stopped""}"
huang2024,,8,NPS_AMB,huang2024//8/NPS_AMB,The mechanic observed the truck needed several more hours to be repaired.,the mechanic observed the truck needed several more hours to be repaired .,The mechanic observed the truck needed several more hours to be repaired.,,21,,,disambiguator,huang2024//8/NPS_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""needed""}"
huang2024,,8,NPZ_AMB,huang2024//8/NPZ_AMB,Because the mechanic stopped the truck needed several more hours before it could be fully repaired.,because the mechanic stopped the truck needed several more hours before it could be fully repaired .,Because the mechanic stopped the truck needed several more hours before it could be fully repaired.,,22,,,disambiguator,huang2024//8/NPZ_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""needed""}"
huang2024,,8,MVRR_AMB,huang2024//8/MVRR_AMB,The mechanic brought the truck needed several more hours to fully repair it.,the mechanic brought the truck needed several more hours to fully repair it .,The mechanic brought the truck needed several more hours to fully repair it.,,23,,,disambiguator,huang2024//8/MVRR_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""needed""}"
huang2024,,9,NPS_AMB,huang2024//9/NPS_AMB,The guitarist knew the song failed dramatically because of the tensions within the band.,the guitarist knew the song failed dramatically because of the tensions within the band .,The guitarist knew the song failed dramatically because of the tensions within the band.,,24,,,disambiguator,huang2024//9/NPS_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""failed""}"
huang2024,,9,NPZ_AMB,huang2024//9/NPZ_AMB,After the guitarist began the song failed dramatically because he skipped the sound check.,after the guitarist began the song failed dramatically because he skipped the sound check .,After the guitarist began the song failed dramatically because he skipped the sound check.,,25,,,disambiguator,huang2024//9/NPZ_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""failed""}"
huang2024,,9,MVRR_AMB,huang2024//9/MVRR_AMB,The guitarist assigned the song failed dramatically because he never practiced enough.,the guitarist assigned the song failed dramatically because he never practiced enough .,The guitarist assigned the song failed dramatically because he never practiced enough.,,26,,,disambiguator,huang2024//9/MVRR_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""failed""}"
huang2024,,10,NPS_AMB,huang2024//10/NPS_AMB,The player revealed the bonus remained essentially the same as in the original contract.,the player revealed the bonus remained essentially the same as in the original contract .,The player revealed the bonus remained essentially the same as in the original contract.,,27,,,disambiguator,huang2024//10/NPS_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""remained""}"
huang2024,,10,NPZ_AMB,huang2024//10/NPZ_AMB,Although the player lost the bonus remained essentially the same as in the original contract.,although the player lost the bonus remained essentially the same as in the original contract .,Although the player lost the bonus remained essentially the same as in the original contract.,,28,,,disambiguator,huang2024//10/NPZ_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""remained""}"
huang2024,,10,MVRR_AMB,huang2024//10/MVRR_AMB,The player paid the bonus remained essentially the same despite his sudden fame and wealth.,the player paid the bonus remained essentially the same despite his sudden fame and wealth .,The player paid the bonus remained essentially the same despite his sudden fame and wealth.,,29,,,disambiguator,huang2024//10/MVRR_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""remained""}"
huang2024,,11,NPS_AMB,huang2024//11/NPS_AMB,The recent hire claimed the job prepared many students for careers in media.,the recent hire claimed the job prepared many students for careers in media .,The recent hire claimed the job prepared many students for careers in media.,,30,,,disambiguator,huang2024//11/NPS_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""prepared""}"
huang2024,,11,NPZ_AMB,huang2024//11/NPZ_AMB,Once the recent hire started the job prepared many students for careers in media.,once the recent hire started the job prepared many students for careers in media .,Once the recent hire started the job prepared many students for careers in media.,,31,,,disambiguator,huang2024//11/NPZ_UAMB,1,7,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""8"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""prepared""}"
huang2024,,11,MVRR_AMB,huang2024//11/MVRR_AMB,The recent hire offered the job prepared many students for careers in media.,the recent hire offered the job prepared many students for careers in media .,The recent hire offered the job prepared many students for careers in media.,,32,,,disambiguator,huang2024//11/MVRR_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""9"", ""disamb_word"": ""prepared""}"
huang2024,,12,NPS_AMB,huang2024//12/NPS_AMB,The assistant manager discovered the training seemed unnecessarily demanding for new staff.,the assistant manager discovered the training seemed unnecessarily demanding for new staff .,The assistant manager discovered the training seemed unnecessarily demanding for new staff.,,33,,,disambiguator,huang2024//12/NPS_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""seemed""}"
huang2024,,12,NPZ_AMB,huang2024//12/NPZ_AMB,While the assistant manager worked the training seemed unnecessarily demanding to him.,while the assistant manager worked the training seemed unnecessarily demanding to him .,While the assistant manager worked the training seemed unnecessarily demanding to him.,,34,,,disambiguator,huang2024//12/NPZ_UAMB,1,7,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""8"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""seemed""}"
huang2024,,12,MVRR_AMB,huang2024//12/MVRR_AMB,The assistant manager assigned the training seemed unnecessarily demanding to new staff.,the assistant manager assigned the training seemed unnecessarily demanding to new staff .,The assistant manager assigned the training seemed unnecessarily demanding to new staff.,,35,,,disambiguator,huang2024//12/MVRR_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""9"", ""disamb_word"": ""seemed""}"
huang2024,,13,NPS_AMB,huang2024//13/NPS_AMB,The mayor showed the document provided sufficient evidence to prove her innocence.,the mayor showed the document provided sufficient evidence to prove her innocence .,The mayor showed the document provided sufficient evidence to prove her innocence.,,36,,,disambiguator,huang2024//13/NPS_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""provided""}"
huang2024,,13,NPZ_AMB,huang2024//13/NPZ_AMB,Although the mayor changed the document provided sufficient evidence for what he had promised.,although the mayor changed the document provided sufficient evidence for what he had promised .,Although the mayor changed the document provided sufficient evidence for what he had promised.,,37,,,disambiguator,huang2024//13/NPZ_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""provided""}"
huang2024,,13,MVRR_AMB,huang2024//13/MVRR_AMB,The mayor sent the document provided sufficient evidence that it was simply blackmail.,the mayor sent the document provided sufficient evidence that it was simply blackmail .,The mayor sent the document provided sufficient evidence that it was simply blackmail.,,38,,,disambiguator,huang2024//13/MVRR_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""provided""}"
huang2024,,14,NPS_AMB,huang2024//14/NPS_AMB,The basketball player mentioned the contract created another controversy in the NBA.,the basketball player mentioned the contract created another controversy in the nba .,The basketball player mentioned the contract created another controversy in the NBA.,,39,,,disambiguator,huang2024//14/NPS_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""created""}"
huang2024,,14,NPZ_AMB,huang2024//14/NPZ_AMB,After the basketball player signed the contract created another controversy in the NBA.,after the basketball player signed the contract created another controversy in the nba .,After the basketball player signed the contract created another controversy in the NBA.,,40,,,disambiguator,huang2024//14/NPZ_UAMB,1,7,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""8"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""created""}"
huang2024,,14,MVRR_AMB,huang2024//14/MVRR_AMB,The basketball player handed the contract created another controversy in the NBA.,the basketball player handed the contract created another controversy in the nba .,The basketball player handed the contract created another controversy in the NBA.,,41,,,disambiguator,huang2024//14/MVRR_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""9"", ""disamb_word"": ""created""}"
huang2024,,15,NPS_AMB,huang2024//15/NPS_AMB,The engineer maintained the equipment required constant supervision from senior technicians.,the engineer maintained the equipment required constant supervision from senior technicians .,The engineer maintained the equipment required constant supervision from senior technicians.,,42,,,disambiguator,huang2024//15/NPS_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""required""}"
huang2024,,15,NPZ_AMB,huang2024//15/NPZ_AMB,After the engineer moved the equipment required constant supervision from senior technicians.,after the engineer moved the equipment required constant supervision from senior technicians .,After the engineer moved the equipment required constant supervision from senior technicians.,,43,,,disambiguator,huang2024//15/NPZ_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""required""}"
huang2024,,15,MVRR_AMB,huang2024//15/MVRR_AMB,The engineer brought the equipment required constant supervision from senior technicians.,the engineer brought the equipment required constant supervision from senior technicians .,The engineer brought the equipment required constant supervision from senior technicians.,,44,,,disambiguator,huang2024//15/MVRR_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""required""}"
huang2024,,16,NPS_AMB,huang2024//16/NPS_AMB,The little girl found the lamb remained relatively calm despite the absence of its mother.,the little girl found the lamb remained relatively calm despite the absence of its mother .,The little girl found the lamb remained relatively calm despite the absence of its mother.,,45,,,disambiguator,huang2024//16/NPS_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""remained""}"
huang2024,,16,NPZ_AMB,huang2024//16/NPZ_AMB,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,when the little girl attacked the lamb remained relatively calm despite the sudden assault .,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,,46,,,disambiguator,huang2024//16/NPZ_UAMB,1,7,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""8"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""remained""}"
huang2024,,16,MVRR_AMB,huang2024//16/MVRR_AMB,The little girl fed the lamb remained relatively calm despite having asked for beef.,the little girl fed the lamb remained relatively calm despite having asked for beef .,The little girl fed the lamb remained relatively calm despite having asked for beef.,,47,,,disambiguator,huang2024//16/MVRR_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""9"", ""disamb_word"": ""remained""}"
huang2024,,17,NPS_AMB,huang2024//17/NPS_AMB,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,the yoga instructor demonstrated the position demanded immense physical effort from everyone .,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,,48,,,disambiguator,huang2024//17/NPS_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""demanded""}"
huang2024,,17,NPZ_AMB,huang2024//17/NPZ_AMB,Before the yoga instructor left the position demanded immense physical effort from everyone.,before the yoga instructor left the position demanded immense physical effort from everyone .,Before the yoga instructor left the position demanded immense physical effort from everyone.,,49,,,disambiguator,huang2024//17/NPZ_UAMB,1,7,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""8"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""demanded""}"
huang2024,,17,MVRR_AMB,huang2024//17/MVRR_AMB,The yoga instructor offered the position demanded immense physical effort from everyone.,the yoga instructor offered the position demanded immense physical effort from everyone .,The yoga instructor offered the position demanded immense physical effort from everyone.,,50,,,disambiguator,huang2024//17/MVRR_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""9"", ""disamb_word"": ""demanded""}"
huang2024,,18,NPS_AMB,huang2024//18/NPS_AMB,The governor noticed the contract received sweeping support across the entire state.,the governor noticed the contract received sweeping support across the entire state .,The governor noticed the contract received sweeping support across the entire state.,,51,,,disambiguator,huang2024//18/NPS_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""received""}"
huang2024,,18,NPZ_AMB,huang2024//18/NPZ_AMB,While the governor read the contract received sweeping support from the audience at the rally.,while the governor read the contract received sweeping support from the audience at the rally .,While the governor read the contract received sweeping support from the audience at the rally.,,52,,,disambiguator,huang2024//18/NPZ_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""received""}"
huang2024,,18,MVRR_AMB,huang2024//18/MVRR_AMB,The governor awarded the contract received sweeping support across the entire state.,the governor awarded the contract received sweeping support across the entire state .,The governor awarded the contract received sweeping support across the entire state.,,53,,,disambiguator,huang2024//18/MVRR_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""received""}"
huang2024,,19,NPS_AMB,huang2024//19/NPS_AMB,The patient reported the treatment continued causing uncomfortable side effects like nausea.,the patient reported the treatment continued causing uncomfortable side effects like nausea .,The patient reported the treatment continued causing uncomfortable side effects like nausea.,,54,,,disambiguator,huang2024//19/NPS_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""continued""}"
huang2024,,19,NPZ_AMB,huang2024//19/NPZ_AMB,Before the patient called the treatment continued causing uncomfortable side effects like nausea.,before the patient called the treatment continued causing uncomfortable side effects like nausea .,Before the patient called the treatment continued causing uncomfortable side effects like nausea.,,55,,,disambiguator,huang2024//19/NPZ_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""continued""}"
huang2024,,19,MVRR_AMB,huang2024//19/MVRR_AMB,The patient refused the treatment continued causing uncomfortable scenes in the ER.,the patient refused the treatment continued causing uncomfortable scenes in the er .,The patient refused the treatment continued causing uncomfortable scenes in the ER.,,56,,,disambiguator,huang2024//19/MVRR_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""continued""}"
huang2024,,20,NPS_AMB,huang2024//20/NPS_AMB,The operator observed the machine started working efficiently all of a sudden.,the operator observed the machine started working efficiently all of a sudden .,The operator observed the machine started working efficiently all of a sudden.,,57,,,disambiguator,huang2024//20/NPS_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPS"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""started""}"
huang2024,,20,NPZ_AMB,huang2024//20/NPZ_AMB,Once the operator stopped the machine started working efficiently without any supervision.,once the operator stopped the machine started working efficiently without any supervision .,Once the operator stopped the machine started working efficiently without any supervision.,,58,,,disambiguator,huang2024//20/NPZ_UAMB,1,6,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""NPZ"", ""disamb_position_amb"": ""7"", ""disamb_position_unamb"": ""7"", ""disamb_word"": ""started""}"
huang2024,,20,MVRR_AMB,huang2024//20/MVRR_AMB,The operator brought the machine started working efficiently with the added automation.,the operator brought the machine started working efficiently with the added automation .,The operator brought the machine started working efficiently with the added automation.,,59,,,disambiguator,huang2024//20/MVRR_UAMB,1,5,,,"{""ambiguity"": ""ambiguous"", ""construction"": ""MVRR"", ""disamb_position_amb"": ""6"", ""disamb_position_unamb"": ""8"", ""disamb_word"": ""started""}"
