dataset,subset,item_id,condition,stim_uid,sentence_orig,sentence_norm,model_input,context,sentence_id,plausibility,is_grammatical,contrast,intended_uids,n_intended,critical_word_idx,comprehension_q,correct_answer,meta
qian2023,,1,sps,qian2023//1/sps,,the sound of the strings is so gorgeous on this guitar .,The sound of the strings is so gorgeous on this guitar.,,10,,1,agreement,qian2023//1/sps,1,,,,"{""N1"": ""sound"", ""N1_number"": ""singular"", ""N2"": ""strings"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} so gorgeous on this guitar."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""is"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,1,spp,qian2023//1/spp,,the sound of the strings are so gorgeous on this guitar .,The sound of the strings are so gorgeous on this guitar.,,11,,0,agreement,qian2023//1/ppp;qian2023//1/sps,2,,,,"{""N1"": ""sound"", ""N1_number"": ""singular"", ""N2"": ""strings"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} so gorgeous on this guitar."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""are"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,1,pss,qian2023//1/pss,,the sounds of the string is so gorgeous on this guitar .,The sounds of the string is so gorgeous on this guitar.,,12,,0,agreement,qian2023//1/psp;qian2023//1/sss,2,,,,"{""N1"": ""sounds"", ""N1_number"": ""plural"", ""N2"": ""string"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} so gorgeous on this guitar."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""is"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,1,psp,qian2023//1/psp,,the sounds of the string are so gorgeous on this guitar .,The sounds of the string are so gorgeous on this guitar.,,13,,1,agreement,qian2023//1/psp,1,,,,"{""N1"": ""sounds"", ""N1_number"": ""plural"", ""N2"": ""string"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} so gorgeous on this guitar."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""are"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,1,pps,qian2023//1/pps,,the sounds of the strings is so gorgeous on this guitar .,The sounds of the strings is so gorgeous on this guitar.,,14,,0,agreement,qian2023//1/ppp;qian2023//1/sps,2,,,,"{""N1"": ""sounds"", ""N1_number"": ""plural"", ""N2"": ""strings"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} so gorgeous on this guitar."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""is"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,1,ppp,qian2023//1/ppp,,the sounds of the strings are so gorgeous on this guitar .,The sounds of the strings are so gorgeous on this guitar.,,15,,1,agreement,qian2023//1/ppp,1,,,,"{""N1"": ""sounds"", ""N1_number"": ""plural"", ""N2"": ""strings"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} so gorgeous on this guitar."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""are"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,2,sss,qian2023//2/sss,,the cause of the problem was investigated thoroughly .,The cause of the problem was investigated thoroughly.,,16,,1,agreement,qian2023//2/sss,1,,,,"{""N1"": ""cause"", ""N1_number"": ""singular"", ""N2"": ""problem"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} investigated thoroughly."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""was"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,2,ssp,qian2023//2/ssp,,the cause of the problem were investigated thoroughly .,The cause of the problem were investigated thoroughly.,,17,,0,agreement,qian2023//2/psp;qian2023//2/sss,2,,,,"{""N1"": ""cause"", ""N1_number"": ""singular"", ""N2"": ""problem"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} investigated thoroughly."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""were"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,2,sps,qian2023//2/sps,,the cause of the problems was investigated thoroughly .,The cause of the problems was investigated thoroughly.,,18,,1,agreement,qian2023//2/sps,1,,,,"{""N1"": ""cause"", ""N1_number"": ""singular"", ""N2"": ""problems"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} investigated thoroughly."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""was"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,2,spp,qian2023//2/spp,,the cause of the problems were investigated thoroughly .,The cause of the problems were investigated thoroughly.,,19,,0,agreement,qian2023//2/ppp;qian2023//2/sps,2,,,,"{""N1"": ""cause"", ""N1_number"": ""singular"", ""N2"": ""problems"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} investigated thoroughly."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""were"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,2,pss,qian2023//2/pss,,the causes of the problem was investigated thoroughly .,The causes of the problem was investigated thoroughly.,,20,,0,agreement,qian2023//2/psp;qian2023//2/sss,2,,,,"{""N1"": ""causes"", ""N1_number"": ""plural"", ""N2"": ""problem"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} investigated thoroughly."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""was"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,2,psp,qian2023//2/psp,,the causes of the problem were investigated thoroughly .,The causes of the problem were investigated thoroughly.,,21,,1,agreement,qian2023//2/psp,1,,,,"{""N1"": ""causes"", ""N1_number"": ""plural"", ""N2"": ""problem"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} investigated thoroughly."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""were"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,2,pps,qian2023//2/pps,,the causes of the problems was investigated thoroughly .,The causes of the problems was investigated thoroughly.,,22,,0,agreement,qian2023//2/ppp;qian2023//2/sps,2,,,,"{""N1"": ""causes"", ""N1_number"": ""plural"", ""N2"": ""problems"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} investigated thoroughly."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""was"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,2,ppp,qian2023//2/ppp,,the causes of the problems were investigated thoroughly .,The causes of the problems were investigated thoroughly.,,23,,1,agreement,qian2023//2/ppp,1,,,,"{""N1"": ""causes"", ""N1_number"": ""plural"", ""N2"": ""problems"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} investigated thoroughly."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""were"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,3,sss,qian2023//3/sss,,the review of the exhibition is too pedantic for the readers .,The review of the exhibition is too pedantic for the readers.,,24,,1,agreement,qian2023//3/sss,1,,,,"{""N1"": ""review"", ""N1_number"": ""singular"", ""N2"": ""exhibition"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} too pedantic for the readers."", ""predicate"": ""might be"", ""predicate_sg_pl"": ""is"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,3,ssp,qian2023//3/ssp,,the review of the exhibition are too pedantic for the readers .,The review of the exhibition are too pedantic for the readers.,,25,,0,agreement,qian2023//3/psp;qian2023//3/sss,2,,,,"{""N1"": ""review"", ""N1_number"": ""singular"", ""N2"": ""exhibition"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} too pedantic for the readers."", ""predicate"": ""might be"", ""predicate_sg_pl"": ""are"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,3,sps,qian2023//3/sps,,the review of the exhibitions is too pedantic for the readers .,The review of the exhibitions is too pedantic for the readers.,,26,,1,agreement,qian2023//3/sps,1,,,,"{""N1"": ""review"", ""N1_number"": ""singular"", ""N2"": ""exhibitions"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} too pedantic for the readers."", ""predicate"": ""might be"", ""predicate_sg_pl"": ""is"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,3,spp,qian2023//3/spp,,the review of the exhibitions are too pedantic for the readers .,The review of the exhibitions are too pedantic for the readers.,,27,,0,agreement,qian2023//3/ppp;qian2023//3/sps,2,,,,"{""N1"": ""review"", ""N1_number"": ""singular"", ""N2"": ""exhibitions"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} too pedantic for the readers."", ""predicate"": ""might be"", ""predicate_sg_pl"": ""are"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,3,pss,qian2023//3/pss,,the reviews of the exhibition is too pedantic for the readers .,The reviews of the exhibition is too pedantic for the readers.,,28,,0,agreement,qian2023//3/psp;qian2023//3/sss,2,,,,"{""N1"": ""reviews"", ""N1_number"": ""plural"", ""N2"": ""exhibition"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} too pedantic for the readers."", ""predicate"": ""might be"", ""predicate_sg_pl"": ""is"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,3,psp,qian2023//3/psp,,the reviews of the exhibition are too pedantic for the readers .,The reviews of the exhibition are too pedantic for the readers.,,29,,1,agreement,qian2023//3/psp,1,,,,"{""N1"": ""reviews"", ""N1_number"": ""plural"", ""N2"": ""exhibition"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} too pedantic for the readers."", ""predicate"": ""might be"", ""predicate_sg_pl"": ""are"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,3,pps,qian2023//3/pps,,the reviews of the exhibitions is too pedantic for the readers .,The reviews of the exhibitions is too pedantic for the readers.,,30,,0,agreement,qian2023//3/ppp;qian2023//3/sps,2,,,,"{""N1"": ""reviews"", ""N1_number"": ""plural"", ""N2"": ""exhibitions"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} too pedantic for the readers."", ""predicate"": ""might be"", ""predicate_sg_pl"": ""is"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,3,ppp,qian2023//3/ppp,,the reviews of the exhibitions are too pedantic for the readers .,The reviews of the exhibitions are too pedantic for the readers.,,31,,1,agreement,qian2023//3/ppp,1,,,,"{""N1"": ""reviews"", ""N1_number"": ""plural"", ""N2"": ""exhibitions"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} too pedantic for the readers."", ""predicate"": ""might be"", ""predicate_sg_pl"": ""are"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,4,sss,qian2023//4/sss,,the speech of the candidate is summarized in the news show today .,The speech of the candidate is summarized in the news show today.,,32,,1,agreement,qian2023//4/sss,1,,,,"{""N1"": ""speech"", ""N1_number"": ""singular"", ""N2"": ""candidate"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} summarized in the news show today."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""is"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,4,ssp,qian2023//4/ssp,,the speech of the candidate are summarized in the news show today .,The speech of the candidate are summarized in the news show today.,,33,,0,agreement,qian2023//4/psp;qian2023//4/sss,2,,,,"{""N1"": ""speech"", ""N1_number"": ""singular"", ""N2"": ""candidate"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} summarized in the news show today."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""are"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,4,sps,qian2023//4/sps,,the speech of the candidates is summarized in the news show today .,The speech of the candidates is summarized in the news show today.,,34,,1,agreement,qian2023//4/sps,1,,,,"{""N1"": ""speech"", ""N1_number"": ""singular"", ""N2"": ""candidates"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} summarized in the news show today."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""is"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,4,spp,qian2023//4/spp,,the speech of the candidates are summarized in the news show today .,The speech of the candidates are summarized in the news show today.,,35,,0,agreement,qian2023//4/ppp;qian2023//4/sps,2,,,,"{""N1"": ""speech"", ""N1_number"": ""singular"", ""N2"": ""candidates"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} summarized in the news show today."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""are"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,4,pss,qian2023//4/pss,,the speeches of the candidate is summarized in the news show today .,The speeches of the candidate is summarized in the news show today.,,36,,0,agreement,qian2023//4/psp;qian2023//4/sss,2,,,,"{""N1"": ""speeches"", ""N1_number"": ""plural"", ""N2"": ""candidate"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} summarized in the news show today."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""is"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,4,psp,qian2023//4/psp,,the speeches of the candidate are summarized in the news show today .,The speeches of the candidate are summarized in the news show today.,,37,,1,agreement,qian2023//4/psp,1,,,,"{""N1"": ""speeches"", ""N1_number"": ""plural"", ""N2"": ""candidate"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} summarized in the news show today."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""are"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,4,pps,qian2023//4/pps,,the speeches of the candidates is summarized in the news show today .,The speeches of the candidates is summarized in the news show today.,,38,,0,agreement,qian2023//4/ppp;qian2023//4/sps,2,,,,"{""N1"": ""speeches"", ""N1_number"": ""plural"", ""N2"": ""candidates"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} summarized in the news show today."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""is"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,4,ppp,qian2023//4/ppp,,the speeches of the candidates are summarized in the news show today .,The speeches of the candidates are summarized in the news show today.,,39,,1,agreement,qian2023//4/ppp,1,,,,"{""N1"": ""speeches"", ""N1_number"": ""plural"", ""N2"": ""candidates"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} summarized in the news show today."", ""predicate"": ""will be"", ""predicate_sg_pl"": ""are"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,5,sss,qian2023//5/sss,,the test of the device was carried out before packaging .,The test of the device was carried out before packaging.,,40,,1,agreement,qian2023//5/sss,1,,,,"{""N1"": ""test"", ""N1_number"": ""singular"", ""N2"": ""device"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} carried out before packaging."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""was"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,5,ssp,qian2023//5/ssp,,the test of the device were carried out before packaging .,The test of the device were carried out before packaging.,,41,,0,agreement,qian2023//5/psp;qian2023//5/sss,2,,,,"{""N1"": ""test"", ""N1_number"": ""singular"", ""N2"": ""device"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} carried out before packaging."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""were"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,5,sps,qian2023//5/sps,,the test of the devices was carried out before packaging .,The test of the devices was carried out before packaging.,,42,,1,agreement,qian2023//5/sps,1,,,,"{""N1"": ""test"", ""N1_number"": ""singular"", ""N2"": ""devices"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} carried out before packaging."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""was"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,5,spp,qian2023//5/spp,,the test of the devices were carried out before packaging .,The test of the devices were carried out before packaging.,,43,,0,agreement,qian2023//5/ppp;qian2023//5/sps,2,,,,"{""N1"": ""test"", ""N1_number"": ""singular"", ""N2"": ""devices"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} carried out before packaging."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""were"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,5,pss,qian2023//5/pss,,the tests of the device was carried out before packaging .,The tests of the device was carried out before packaging.,,44,,0,agreement,qian2023//5/psp;qian2023//5/sss,2,,,,"{""N1"": ""tests"", ""N1_number"": ""plural"", ""N2"": ""device"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} carried out before packaging."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""was"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,5,psp,qian2023//5/psp,,the tests of the device were carried out before packaging .,The tests of the device were carried out before packaging.,,45,,1,agreement,qian2023//5/psp,1,,,,"{""N1"": ""tests"", ""N1_number"": ""plural"", ""N2"": ""device"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} carried out before packaging."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""were"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,5,pps,qian2023//5/pps,,the tests of the devices was carried out before packaging .,The tests of the devices was carried out before packaging.,,46,,0,agreement,qian2023//5/ppp;qian2023//5/sps,2,,,,"{""N1"": ""tests"", ""N1_number"": ""plural"", ""N2"": ""devices"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} carried out before packaging."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""was"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,5,ppp,qian2023//5/ppp,,the tests of the devices were carried out before packaging .,The tests of the devices were carried out before packaging.,,47,,1,agreement,qian2023//5/ppp,1,,,,"{""N1"": ""tests"", ""N1_number"": ""plural"", ""N2"": ""devices"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} carried out before packaging."", ""predicate"": ""should be"", ""predicate_sg_pl"": ""were"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,6,sss,qian2023//6/sss,,the director of the film has planned to hold an audition this week .,The director of the film has planned to hold an audition this week.,,48,,1,agreement,qian2023//6/sss,1,,,,"{""N1"": ""director"", ""N1_number"": ""singular"", ""N2"": ""film"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} to hold an audition this week."", ""predicate"": ""might plan"", ""predicate_sg_pl"": ""has planned"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,6,ssp,qian2023//6/ssp,,the director of the film have planned to hold an audition this week .,The director of the film have planned to hold an audition this week.,,49,,0,agreement,qian2023//6/psp;qian2023//6/sss,2,,,,"{""N1"": ""director"", ""N1_number"": ""singular"", ""N2"": ""film"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} to hold an audition this week."", ""predicate"": ""might plan"", ""predicate_sg_pl"": ""have planned"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,6,sps,qian2023//6/sps,,the director of the films has planned to hold an audition this week .,The director of the films has planned to hold an audition this week.,,50,,1,agreement,qian2023//6/sps,1,,,,"{""N1"": ""director"", ""N1_number"": ""singular"", ""N2"": ""films"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} to hold an audition this week."", ""predicate"": ""might plan"", ""predicate_sg_pl"": ""has planned"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,6,spp,qian2023//6/spp,,the director of the films have planned to hold an audition this week .,The director of the films have planned to hold an audition this week.,,51,,0,agreement,qian2023//6/ppp;qian2023//6/sps,2,,,,"{""N1"": ""director"", ""N1_number"": ""singular"", ""N2"": ""films"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} to hold an audition this week."", ""predicate"": ""might plan"", ""predicate_sg_pl"": ""have planned"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,6,pss,qian2023//6/pss,,the directors of the film has planned to hold an audition this week .,The directors of the film has planned to hold an audition this week.,,52,,0,agreement,qian2023//6/psp;qian2023//6/sss,2,,,,"{""N1"": ""directors"", ""N1_number"": ""plural"", ""N2"": ""film"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} to hold an audition this week."", ""predicate"": ""might plan"", ""predicate_sg_pl"": ""has planned"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,6,psp,qian2023//6/psp,,the directors of the film have planned to hold an audition this week .,The directors of the film have planned to hold an audition this week.,,53,,1,agreement,qian2023//6/psp,1,,,,"{""N1"": ""directors"", ""N1_number"": ""plural"", ""N2"": ""film"", ""N2_number"": ""singular"", ""context"": ""The %% {preposition} the %% {predicate} to hold an audition this week."", ""predicate"": ""might plan"", ""predicate_sg_pl"": ""have planned"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
qian2023,,6,pps,qian2023//6/pps,,the directors of the films has planned to hold an audition this week .,The directors of the films has planned to hold an audition this week.,,54,,0,agreement,qian2023//6/ppp;qian2023//6/sps,2,,,,"{""N1"": ""directors"", ""N1_number"": ""plural"", ""N2"": ""films"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} to hold an audition this week."", ""predicate"": ""might plan"", ""predicate_sg_pl"": ""has planned"", ""predicate_sg_pl_number"": ""singular"", ""preposition"": ""of""}"
qian2023,,6,ppp,qian2023//6/ppp,,the directors of the films have planned to hold an audition this week .,The directors of the films have planned to hold an audition this week.,,55,,1,agreement,qian2023//6/ppp,1,,,,"{""N1"": ""directors"", ""N1_number"": ""plural"", ""N2"": ""films"", ""N2_number"": ""plural"", ""context"": ""The %% {preposition} the %% {predicate} to hold an audition this week."", ""predicate"": ""might plan"", ""predicate_sg_pl"": ""have planned"", ""predicate_sg_pl_number"": ""plural"", ""preposition"": ""of""}"
